사업자등록번호,순번,데이터수집일자,발행년도,보고서등록번호,발행기관명,보고서한글명,보고서영문명,초록한글,초록영문,국문키워드,영문키워드,목차,발행국가명,사용언어,원문정보URL,과제고유번호,과제명,과제수행기관명,연구책임자명,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
3808600898,2,20221102,2019,TRKO202000005832,누리랩,손상파일 검사복구 프로토타입 적용방안 연구,A Study on the Application of Damaged Digital Archives Detection and Recovery prototype,,,파일손상;전자기록물;,Damaged Digital Archives;Detection;Recovery;,표지 ... 1용역연구과제 최종보고서 ... 2제 출 문 ... 4목차 ... 5연구결과보고서 요약문 ... 8Summary ... 9총괄연구개발과제 연구결과 ... 10제1장 총,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO202000005832,1315001289,손상파일 검사복구 프로토타입 적용방안 연구,주식회사 누리랩,최**,I,20221114,,
1078100899,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
5048100900,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1048100901,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1058700902,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1068600903,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1068600904,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1198100905,1,20221103,,,,,,,,,,,,,,,,,,I,20221114,,
1231400906,1,20221102,2011,TRKO201300008410,(주)씨엔에스,SMB 공정을 이용한 의약 원료로서의 고순도 Lribose 생산,LRibose Purification Using Simulated Moving Bed Chromatography,Pilot SMB의 고순도 Lribose 생산 시운전 Pilot SMB의 Lribose 생산 성능 평가 Pilot SMB에서 각 단위 장치간의 에너지 절감,Test run of pilotscale SMB for Lribose production Performance evaluation of pilotscale SMB for Lribo,SMB (simulated moving bed 모사이동층) 공정;L-ribose 생산;파일럿 SMB 개발;,TP-SMB process;,제출문... 1최종보고서 초록... 2기술개발사업 주요 연구성과... 10요약문... 23SUMMARY... 24목차... 27제 1 장 서론... 28 제 1 절 개발기술의 중요,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201300008410,1415113879,SMB 공정을 이용한 의약 원료로서의 고순도 Lribose 생산,(주)씨엔에스,임**,I,20221114,,
1231400906,2,20221102,2014,TRKO201500018225,(주)씨엔에스,가정용 차세대 광펄스IPL 방식 제모기,,개발목표 계 획IPL 방식의 가정용 제모기정량적 목표항목 및 달성도계획시험 기관1 광선출력안정성 및 출력공인 5이하 실적시험기관평균오차125이내공인 계획시험 기관2 충전 속도공인 ,,광펄스 조사기;제모;연사;충전시간;제논램프;,IPL;hair Removal;Multi Pulse;Charging Time;Xenon Lamp;,"표지... 1중소기업기술개발 지원사업 최종보고서... 2제출문... 3요약서초록... 4목차... 5제1장 개발 기술의 개요... 6 제1절 개발 기술의 개요 및 필요성, 효과..",대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201500018225,1425086039,가정용 차세대 광펄스IPL 방식 제모기,(주)씨엔에스,고**,I,20221114,,
1231400906,3,20221102,2017,TRKO201900006244,(주)씨엔에스,명아주Chenopodium album와 참마Dioscorea japonica의 시너지효과를 이용한다기능성 화장품 개발,,,,,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201900006244,1425106618,명아주Chenopodium album와 참마Dioscorea japonica의 시너지효과를 이용한다기능성 화장품 개발,(주)씨엔에스,하**,I,20221114,,
1231400906,4,20221102,2012,TRKO201400004423,(주)씨엔에스,Microflow Bioreactor를 이용한 Continuous Bioconversion System 개발 및 상용화,,,,마이크로플로우;바이오리액터;거울상이성질체;라세미화합물;고정화효소;,,,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201400004423,1425067212,Microflow Bioreactor를 이용한 Continuous Bioconversion System 개발 및 상용화,씨엔에스,임**,I,20221114,,
1231400906,5,20221102,2015,TRKO201600018064,(주)씨엔에스,바이오시밀러 제조용 연속식 분리정제 장비 개발,Development of the continuous separation instrument for biosimilar products,,,연속식 분리정제 장비;모사이동층;,SMB;,표지 ... 1제 출 문 ... 2기술개발사업 최종보고서 초록 ... 3기술개발사업 주요 연구성과 ... 9목차 ... 15제1장 서론 ... 16 제 1 절 과제의 개요 ... ,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201600018064,1415136574,바이오시밀러 제조용 연속식 분리정제 장비 개발,씨엔에스,임**,I,20221114,,
1238600907,1,20221102,2009,TRKO201200005507,유스텍(주),스태퍼 리퍼비싱용 얼라이먼트 부품 표준화,,원가절감 개당 2500만원대  400만워대 생상성 향상 3명 8시간 소요  1명 1시간 소요 제품 품질 및 기능 향상으로 수출증대 년간 10억원,,스태퍼;얼라이먼트;카메라;비젼;표준화;리퍼비싱;,,제 출 문... 1요 약 서 초 록... 2목 차... 3제 1 장 서 론... 4 제 1 절 개발대상기술또는 제품의 중요성필요성... 4 제 2 절 국내외 관련기술의 현황... ,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201200005507,1425051471,스태퍼 리퍼비싱용 얼라이먼트 부품 표준화,(주)유스텍,김**,I,20221114,,
1238600907,2,20221102,2011,TRKO201300004200,(주)유스텍,Reticle System 개발,,,,,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201300004200,1415109235,Reticle System 개발,(주)유스텍,박**,I,20221114,,
1238600907,3,20221102,2010,TRKO201200006348,(주)유스텍,나노패터닝을 이용한 고효율 LED 면광원 개발,,본 연구는 나노 임프린트 리소그래피 및 핫 엠보싱 등의 신개념의 나노 패터닝 기술을 이용한 고효율 고기능성 확산 필름 및 광결정 패턴을 도입한 LED 기반 고효율 면광원을 개발하는,,고효율;면광원;나노패터닝;광학필름;,LED;,표지... 1제출문... 2요약서초록... 3목차... 4제 1 장 개발 기술의 개요... 5 제 1 절 개발 기술의 개요... 5 제 2 절 개발 기술의 중요성... 7 제 3 ,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201200006348,1425054621,나노패터닝을 이용한 고효율 LED 면광원 개발,(주)유스텍,김**,I,20221114,,
1371200908,1,20221102,2013,TRKO201300035761,대림엔지니어링(주),해수양식장내 해양소수력발전소 건설을 위한 수직월류형 수차 개발,,1 최종목표 개발목표  2kW급 해수양식장내 해양소수력발전소 수직월류형 수차 개발유효낙차  15m 이하유량  025msup3sups정격출력  2kW급2 개발내용 및 결과 개발내용유,,소수력;수차;수직월류형;발전시스템;저낙차;,,생산기술사업화 지원사업 최종보고서... 1표지... 2제출문... 3생산기술사업화 지원사업 최종보고서 초록... 4목 차... 7제 1 장 서론... 8 제 1 절 연구의 개요..,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201300035761,1415124946,해수양식장내 해양소수력발전소 건설을 위한 수직월류형 수차개발,㈜대림엔지니어링,정**,I,20221114,,
1078600909,1,20221102,2019,TRKO202000025896,(주)백선통신,지속가능한 개인생활습관 개선을 통한 AI 기반 건강증진서비스 개발,,,,,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO202000025896,1425124261,지속가능한 개인생활습관 개선을 통한 AI 기반 건강증진서비스 개발,주식회사백선통신,이**,I,20221114,,
1078600909,2,20221102,2007,TRKO201000018220,(주)백선통신,휴대인터넷용 트래픽 시뮬레이션 및 무선프로토콜 시험장치 개발 기술,,가 무선 호제어 요구기능1 호 생성 해제 기능2 호 접속제어 시험 기능3 기타 무선 호제어와 관련한 기능 제공나 복수호 요구 기능1 복수호 접속생성 해제 기능2 복수호 상태 분석 ,,,,표지 ...1제출문 ...3요약문 ...4목차 ...6제1장 서론 ...7 제1절 기술개발의 개요 및 배경 ...7 제2절 기술개발의 목적 및 중요성 ...11제2장 ATCS 시스,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201000018220,1440002085,휴대인터넷용 트래픽 시뮬레이션 및 무선프로토콜 시험장치 개발,(주)백선통신,황**,I,20221114,,
1078600909,3,20221102,2011,TRKO201200006033,(주)백선통신,유비쿼터스 환경에 적합한 생산공정 관리시스템 개발,,,,,USN;Middle ware;ZigBee Factory Automation;,중소기업기술개발 지원사업 최종보고서... 1표지... 2제출문... 3요약서초록... 4목차... 5표 차례... 6그림 차례... 6제 1 장 개발기술의 개요... 8 제 1 절,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201200006033,1425056025,유비쿼터스 환경에 적합한 생산공정 관리 시스템 개발,(주)백선통신,황**,I,20221114,,
1078600909,4,20221102,2009,TRKO201000018594,(주)백선통신,WiBro 시스템용 Cooperative Relay 장치 개발,The development of Cooperative Relay system for WiBro,상위 설계 IEEE 80216REVdD5 및 IEEE 80216eIEEE 80216j 표준 규격 분석 및 기술 내용 검토 WiBro Cooperative Relay 장치 요구 사항,Superior Design IEEE 80216REVdD5 and IEEE 80216eIEEE 80216j analysis of normal standard and examinat,,,표지...1제 출 문...3요 약 문...4SUMMARY...13목 차...32제 1 장 서 론...40 제 1 절 기술개발의 개요...41  1. 기술개발의 배경...41  2.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201000018594,1415086857,WiBro 시스템 용 Cooperative Relay 장치 개발,(주)백선통신,황**,I,20221114,,
1078600909,5,20221102,2019,TRKO202000027933,(주)백선통신,실시간 모니터링 및 안전 관리를 위한 스마트 가스 AMI SW 플랫폼 개발,,,,플랫폼;관제 시스템;실시간 모니터링;가스 안전;,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO202000027933,1425119415,실시간 모니터링 및 안전 관리를 위한 스마트 가스 AMI SW 플랫폼 개발,주식회사백선통신,황**,I,20221114,,
1078600909,6,20221102,2019,TRKO201900010996,(주)백선통신,지속가능한 개인생활습관 개선을 통한 AI 기반 건강증진서비스 개발,,,,,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201900010996,1425115790,지속가능한 개인생활습관 개선을 통한 AI 기반 건강증진서비스 개발,주식회사백선통신,이**,I,20221114,,
4098600910,1,20221102,2013,TRKO201300036038,인엘씨테크놀러지,액정기술을 이용한 ROADM 시스템용 1XN 파장선택스위치WSS개발,,,,,LC;ROADM;WSS;,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201300036038,1425072497,액정기술을 이용한 ROADM 시스템용 1XN 파장선택스위치WSS개발,주식회사인엘씨테크놀러지,서**,I,20221114,,
4098600910,2,20221102,2014,TRKO201500014703,인엘씨테크놀러지,High Port WSS용 LCoS 엔진 및 구동보드 개발,,개발목표 계획 High port WSS에 적용 가능한 LCoS 엔진 및 구동 보드 개발 실적 개발 완료 정량적 목표항목 및 달성도평가항목  계획목표치 실적1 IL  on  계획35,,액정기술;구동보드;광학엔진;광통신;스위칭엔진;,,표지... 1중소기업 기술개발사업 최종보고서... 2제출문... 3요약서 초록... 4목차... 5제 1 장 개발기술의 개요 및 현황... 6 제 1 절 기술개발의 개요... 6 ,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201500014703,1425085088,High Port WSS용 LCoS 엔진 및 구동보드 개발,주식회사인엘씨테크놀러지,염**,I,20221114,,
4098600910,3,20221102,2014,TRKO201600017278,인엘씨테크놀러지,"차세대 ROADM 시스템의 Colorless, Directionless,Contentionless 기능 구현을 위한 Array Wavelength Blocker module개발",,,,광부품;액정;파장가변스위치;광통신;메트로망;,,표지... 1최종보고서 제출서... 2제출문... 3부품소재기술개발사업 최종보고서 초록... 4목차... 5. 총괄 과제... 8 제1장 서론... 8  제1절 기술개발대상 부품소,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201600017278,1415131292,"차세대 ROADM 시스템의 Colorless, Directionless,Contentionless 기능 구현을 위한 Array Wavelength Blocker module개발",주식회사인엘씨테크놀러지,서**,I,20221114,,
4098600910,4,20221102,2016,TRKO201800039776,인엘씨테크놀러지,플렉서블 광노드를 위한 플렉서블 그리드 1x9 WSS 개발,,,,,LCoS;WSS;ROADM;,표지... 1제 출 문... 2기술개발사업 최종보고서 초록... 3기술개발사업 주요 연구성과... 7제 1 장 서론... 10 제 1 절 과제의 개요... 10제 2 장 과제 수행,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201800039776,1415142482,플렉서블 광노드를 위한 플렉서블 그리드 1x9 WSS 개발,주식회사인엘씨테크놀러지,서**,I,20221114,,
4098600910,5,20221102,2016,TRKO201700009416,인엘씨테크놀러지,광기계 최적화 기술을 적용한 싱글포트 및 멀티포트 파장선택스위치 모듈의 양산화 기술개발,,,,광-기계;파장선택스위치;액정;광통신;반사경;,WSS;ROADM;DWDM;,표지 ... 1제 출 문 ... 2보고서 요약서 ... 3국문 요약문 ... 4SUMMARY ... 5목차 ... 6제1장. 연구개발과제의 개요 ... 7 1. 연구개발 목적 ..,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201700009416,1711026207,광기계 최적화 기술을 적용한 싱글포트 및 멀티포트 파장선택스위치 모듈의 양산화 기술개발,주식회사 인엘씨테크놀러지,염**,I,20221114,,
2118800911,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
2248100912,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
4458700913,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1138600914,1,20221103,,,,,,,,,,,,,,,,,,I,20221114,,
2177400915,1,20221102,2019,TRKO202000028482,라온,생산 자동화용 최대 토출 압력 25bar급 미니 자동 윤활 장치 개발,,,,자동 윤활 장치;유지 보수;생산자동화;윤활 폄프;윤활유;,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO202000028482,1425118654,생산 자동화용 최대 토출 압력 25bar급 미니 자동 윤활 장치 개발,라온,공**,I,20221114,,
2177400915,2,20221102,2017,TRKO201900008188,라온,승합차 전용 15kg 및 5L급 스마트소화장치 개발,,,,자동소화장치;화재 감지;화재 방지;소방약제 저장 용기;상용차량;,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201900008188,1425104669,승합차 전용 15kg 및 5L급 스마트소화장치 개발,라온,공**,I,20221114,,
2177400915,3,20221102,2018,TRKO201900009218,라온,C기반 보급형 cadcam을 활용한 독립형모션제어기,,,,임베디드;모션컨트롤러;독립형제어기;,G-Code;,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201900009218,1425106980,2016년 창업성장기술개발사업창업사업화 연계과제,주식회사 라온,임**,I,20221114,,
5018100916,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
6538100917,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1178100918,1,20221103,,,,,,,,,,,,,,,,,,I,20221114,,
6102100919,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1208700920,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1218600921,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1238100922,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1238600923,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1358100924,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
2098100925,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1078600926,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
2018100927,1,20221103,,,,,,,,,,,,,,,,,,I,20221114,,
1058700928,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1238600929,1,20221102,2014,TRKO201600014549,알윈,지연시간 최소화를 위한 고속 데이터 광 전송용 ADCDAC 개발,Development of Highspeed Data Optical Transmission ADCDAC for Minimization of Time Delay,,,직접 변환;아날로그디지털 변환기;디지털아날로그 변환기;광전송;지연시간;,,표지 ... 1제 출 문 ... 2기술개발사업 연차보고서 초록 ... 3기술개발사업 주요 연구성과 ... 4목차 ... 7표목차 ... 9그림목차 ... 10제 1 장 서론 ...,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201600014549,1711006875,지연시간 최소화를 위한 고속 데이터 광 전송용 ADCDAC 개발,(주)알윈,조**,I,20221114,,
1448100930,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
8158100931,1,20221103,,,,,,,,,,,,,,,,,,I,20221114,,
1098100932,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1208100933,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1318100934,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
2948800935,1,20221102,2019,TRKO202000010521,코드브릭,동남아시아 소셜미디어 전자상거래를 위한 자동화기술 상용화 및 고도화,,,,챗봇;이미지검색;머신러닝;전자상거래;소셜미디어;,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO202000010521,1425130905,동남아시아 소셜미디어 전자상거래를 위한 자동화기술 상용화 및 고도화,코드브릭,방**,I,20221114,,
1078700936,1,20221102,2015,TRKO201600005167,(주)에스케어,정보보호 출력물 제어 시스템,,,,출력물보안;정보보호;프린트보안;문서보안;,,표지 ... 1제 출 문 ... 2요 약 서 초 록 ... 3목차 ... 4제 1 장 개발기술의 개요 ... 6 제 1절 서론 ... 6 제 2절 개발기술의 중요성 ... 6 제 ,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201600005167,1425087673,정보보호 출력물 제어 시스템,(주)에스케어,윤**,I,20221114,,
1118100937,1,20221103,,,,,,,,,,,,,,,,,,I,20221114,,
1128700938,1,20221103,,,,,,,,,,,,,,,,,,I,20221114,,
1228600939,1,20221102,2017,TRKO201700016677,소비코프로페셔널,테이블타입 전관방송시스템 전원부SMPS 보호회로 및 비상방송 전원공급 개선,,,,전관방송시스템;비상방송;전원부 보호회로;배터리충전;디지털통신;,Public Address;Emergency Broadcast;SMPS Safety Circuit;Battery Charger;Digital Communication;,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201700016677,1425102868,테이블타입 전관방송시스템 전원부SMPS 보호회로 및 비상방송 전원공급 개선,(주)인켈피에이,강**,I,20221114,,
1228600939,2,20221102,2018,TRKO201900010215,소비코프로페셔널,범용 마이크로프로세서를 이용한 DSP 제품 개발,,,,,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201900010215,1425110752,범용 마이크로프로세서를 이용한 DSP 제품 개발,(주)소비코프로페셔널,유**,I,20221114,,
2648100940,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
5158700941,1,20221103,,,,,,,,,,,,,,,,,,I,20221114,,
6068700942,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
2068600943,1,20221103,2019,TRKO202000028153,한국생활건강,"유백피, 익모초, 토복령 중심의 고전 유래 한방원료 추출물이 함유된 맞춤형 여성청결제 개발",,,,,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO202000028153,1425119152,"유백피, 익모초, 토복령 중심의 고전 유래 한방원료 추출물이 함유된 맞춤형 여성청결제 개발",(주)케이비에이치한국생활건강,지**,I,20221114,,
1068100944,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1178100945,1,20221103,2018,TRKO201900008916,(주)아토,반도체제조장비의 폐기가스배관 유지보수를 위한 초소형 배관청소로봇 시스템 개발,,,,초소형배관로봇;배관청소로봇;배관검사로봇;반도체배관청소;,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201900008916,1425105314,반도체제조장비의 폐기가스배관 유지보수를 위한 초소형 배관청소로봇 시스템 개발,아토,정**,I,20221114,,
1238100946,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1238600947,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
2118700948,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
5024000949,1,20221102,2015,TRKO201600005733,아이디(주),방수 기능을 겸비한 다용도 무선 전동 세척기 개발,,,,방수;무선;연장관;세척;젖병;,,표지 ... 1제 출 문 ... 2요 약 서 초 록 ... 3제 1 장. 개발 기술의 개요 ... 4 제 1 절. 개발 상품의 필요성 ... 4 제 2절. 개발 상품의 동향 ...,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201600005733,1425090028,방수 기능을 겸비한 다용도 무선 전동 세척기 개발,아이디(주),김**,I,20221114,,
5024000949,2,20221102,2012,TRKO201500017684,(주)아이디,SLAScanned Linear Array Microdisplay Module 개발,,개발목표 계 획  VRVirtual Reality display용 SLAScanned Linear Array microdisplay module 개발 800dpi LED  비구면 ,,,SLA;VR;LCOS;HUD;HMD;,표지... 1중소기업 기술개발사업 최종보고서... 2제출문... 3요약서초록... 4목차... 7제1장 개발기술의 개요... 8 1.대상기술또는 제품의 개요 및 개발 필요성... ,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201500017684,1425070799,SLAScanned Linear Array Microdisplay Module 개발,주식회사아이디,문**,I,20221114,,
5024000949,3,20221102,2017,TRKO201800040447,아이디(주),차량 탑재가 가능한 보행 도우미 모빌리티 플랫폼 디자인 기술 개발을 통한 기업 역량 강화,,,,전동휠체어;차량탑재;스쿠터;제품디자인 프로세스;제품디자인 방법론;,,표지... 1제출문... 2디자인혁신역량강화사업 최종보고서 초록... 3기술개발사업 주요 연구성과... 10목차... 15제1장 서론... 16 제1절 과제의 개요... 16제2장,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201800040447,1415148496,차량 탑재가 가능한 보행 도우미 모빌리티 플랫폼 디자인 기술 개발을 통한 기업 역량 강화,아이디(주),김**,I,20221114,,
5024000949,4,20221102,2014,TRKO201500014517,(주)아이디,고휘도 Line LED array LLA 모듈개발,,개발목표 계 획   VRVirtual Reality display용 LLALine LED Array microdisplay module 개발  800dpi1080dpi LED 비구,,,Line LED;Virtual Reality;Actuator;HUD;MicroOptics;,표지... 1중소기업 기술개발사업 최종보고서... 2제출문... 3요약서초록... 4목차... 5제 1 장 개발기술의 개요... 6 제 1 절 개발기술의 중요성 및 필요성... 6,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201500014517,1425082285,고휘도 Line LED array LLA 모듈개발,주식회사아이디,문**,I,20221114,,
8468800950,1,20221103,,,,,,,,,,,,,,,,,,I,20221114,,
8698100951,1,20221103,,,,,,,,,,,,,,,,,,I,20221114,,
1048600952,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1198600953,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
2158700954,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1128700955,1,20221103,,,,,,,,,,,,,,,,,,I,20221114,,
2068600956,1,20221103,2015,TRKO201600004979,(주)둡,Kculture 게임 허브 센터,,,,한류;게임플랫폼;케이팝;팬덤;소셜네트워크;,Korean Wave;Game Platform;K-pop;fandom;social Network;,표지 ... 1제출문 ... 2요약서초록 ... 3목차 ... 4제 1 장 개발기술의 개요 ... 5 제 1 절 개발 필요성 ... 5 제 2 절 개발 기술의 독창성 및 도전성 .,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201600004979,1425086638,Kculture 게임 허브 센터,둡,박**,I,20221114,,
2068600956,2,20221103,2018,TRKO201900015202,(주)둡,딥러닝deep learning 기술을 적용한 유아용 전기자동차와 이를 활용한 증강현실Augmented Reality 모바일 게임,,,,전기자동차;딥러닝;위치기반;증강현실;모바일 게임;,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201900015202,1425113687,딥러닝deep learning 기술을 적용한 유아용 전기자동차와 이를 활용한 증강현실Augmented Reality 모바일 게임,둡,박**,I,20221114,,
2068600956,3,20221103,2018,TRKO202000024680,(주)둡,딥러닝deep learning 기술을 적용한 유아용 전기자동차와 이를 활용한 증강현실Augmented Reality 모바일 게임,,,,전기자동차;딥러닝;위치기반;증강현실;모바일 게임;,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO202000024680,1425126504,딥러닝deep learning 기술을 적용한 유아용 전기자동차와 이를 활용한 증강현실Augmented Reality 모바일 게임,둡,박**,I,20221114,,
1098600957,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
2118700958,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1348600959,1,20221102,2013,TRKO201400014076,(주)자이스,자동차용 온습도 센서모듈의 수납땜 및 검사공정 자동화,,개발목표계 획온습도 센서모듈의 수납땜 및 검사 공정 자동화 제품별 납땜 Tool 개발 기판별 납땜 Nozzle 개발 일괄 Soldering Machine 개발 부품의 납땜부위 자동,,수납땜;비젼검사 자동화;,,표지... 1중소기업 기술개발사업 최종보고서... 2제출문... 3요약서 초록... 4목차... 5제 1 장 기술개발 필요성 및 현황... 6 제 1 절 개요... 6 제 2 절 ,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201400014076,1425078971,자동차용 온습도 센서모듈의 수납땜 및 검사공정의 반자동화,주식회사 자이스,최**,I,20221114,,
2208100960,1,20221102,,,,,,,,,,,,,,,,,,I,20221114,,
1258600961,1,20221102,2016,TRKO201800011646,(주)영우,25급 초박형 전자파 차폐용 도전성 점착 시트 개발,,,,도전성 테이프;전자파 차폐;초박형;25㎛급 양면 테이프;,,비공개항목입니다.,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201800011646,1425094685,25급 초박형 전자파 차폐용 도전성 점착 시트 개발,(주)영우,정**,I,20221114,,
1258600961,2,20221102,2015,TRKO201600017112,(주)영우,LED 광원 휘도 향상용 굴절율 정합 PAD 개발,,,,엘이디;백라이트 유닛;굴절율;실리콘패드;빛투과율;,Flexible Display;,표지  ... 1제 출 문  ... 2부품소재기술개발사업 최종보고서 초록  ... 3목차  ... 4제1장 서론  ... 5제1절 기술개발대상 부품소재  ... 51. 부품소재의 ,대한민국,Korean,https://scienceon.kisti.re.kr/commons/util/originalView.do?dbt=TRKO&cn=TRKO201600017112,1415136122,LED 광원 휘도 향상용 굴절율 정합 PAD 개발,(주)영우,정**,I,20221114,,
