사업자등록번호,순번,데이터수집일자,국내출원번호,DOCDB패밀리ID,DOCDB출원국가코드,DOCDB출원일자,DOCDB출원종류코드,DOCDB출원번호,DOCDB공보국가코드,DOCDB공보일자,DOCDB공보종류코드,DOCDB공보번호,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
8808700839,5,20220606,1020170181583,65762487,SG,20180921,A,11202005055S,SG,20200629,A,11202005055S,I,20221114,,
8808700839,6,20220606,1020170181583,65762487,JP,20180921,A,2020536510,JP,20210325,A,2021509450,I,20221114,,
8808700839,7,20220606,1020170181583,65762487,US,20180921,A,201816769215,US,20210610,A1,2021172090,I,20221114,,
8808700839,8,20220606,1020170181583,65762487,EP,20180921,A,18894556,EP,20210818,A4,3696301,I,20221114,,
8808700839,9,20220606,1020170184159,,,,,,,,,,I,20221114,,
8808700839,10,20220606,1020180013672,,,,,,,,,,I,20221114,,
1108600840,1,20220509,1020200173612,68837464,KR,20180723,A,20180085483,KR,20191209,A,20190135886,I,20221114,,
1108600840,2,20220509,1020200173612,68837464,KR,20180723,A,20180085484,KR,20191209,A,20190135887,I,20221114,,
1108600840,3,20220509,1020200173612,68837464,KR,20180723,A,20180085483,KR,20201222,B1,102193292,I,20221114,,
1108600840,4,20220509,1020200173612,68837464,KR,20180723,A,20180085484,KR,20201223,B1,102193294,I,20221114,,
1108600840,5,20220509,1020200173612,68837464,US,20181219,A,201817059446,US,20210527,A1,2021159815,I,20221114,,
1108600840,6,20220509,1020200173612,68837464,CN,20181219,A,201880093924,CN,20210108,A,112204499,I,20221114,,
1108600840,7,20220509,1020200173612,68837464,KR,20201211,A,20200173614,KR,20201223,A,20200143320,I,20221114,,
1108600840,8,20220509,1020190021217,,,,,,,,,,I,20221114,,
1108600840,9,20220509,1020150116299,,,,,,,,,,I,20221114,,
1108600840,10,20220509,1020180151916,70854076,US,20191107,A,201916769564,US,20210603,A1,2021166853,I,20221114,,
1208800841,1,20220509,1020180093477,,,,,,,,,,I,20221114,,
1208800841,2,20220509,1020170051257,,,,,,,,,,I,20221114,,
1258100842,1,20220510,,,,,,,,,,,I,20221114,,
7948700843,1,20220605,3020100025774,,,,,,,,,,I,20221114,,
7948700843,2,20220605,3020100028470,,,,,,,,,,I,20221114,,
6198600844,1,20220604,1020170062137,,,,,,,,,,I,20221114,,
6198600844,2,20220604,1020050004478,,,,,,,,,,I,20221114,,
1018100845,1,20221103,,,,,,,,,,,I,20221114,,
1218100846,1,20221103,,,,,,,,,,,I,20221114,,
3018600847,1,20220519,,,,,,,,,,,I,20221114,,
4898800848,1,20220525,1020190023103,,,,,,,,,,I,20221114,,
4898800848,2,20220525,1020180030408,,,,,,,,,,I,20221114,,
5898700849,1,20220603,1020190061084,,,,,,,,,,I,20221114,,
2208800850,1,20220516,,,,,,,,,,,I,20221114,,
1308600851,1,20220511,,,,,,,,,,,I,20221114,,
2068700852,1,20220514,,,,,,,,,,,I,20221114,,
1448100853,1,20220513,,,,,,,,,,,I,20221114,,
1208700854,1,20221102,,,,,,,,,,,I,20221114,,
1218600855,1,20221103,,,,,,,,,,,I,20221114,,
2158100856,1,20220515,1020140112634,,,,,,,,,,I,20221114,,
2938800857,1,20220519,1020200130986,,,,,,,,,,I,20221114,,
2938800857,2,20220519,1020190148919,,,,,,,,,,I,20221114,,
2938800857,3,20220519,1020200180200,,,,,,,,,,I,20221114,,
5438700858,1,20220531,3020210017668,,,,,,,,,,I,20221114,,
5438700858,2,20220531,1020180121037,70165027,KR,20181012,W,2018012008,WO,20200416,A1,2020075888,I,20221114,,
2018600859,1,20220514,2019890002379,,,,,,,,,,I,20221114,,
2118800860,1,20220515,1020140023288,,,,,,,,,,I,20221114,,
2118800860,2,20220515,1020150154690,,,,,,,,,,I,20221114,,
6158100861,1,20220604,1020000059843,,,,,,,,,,I,20221114,,
1208600862,1,20221102,,,,,,,,,,,I,20221114,,
2211300863,1,20220516,,,,,,,,,,,I,20221114,,
1068200864,1,20220428,,,,,,,,,,,I,20221114,,
1238100865,1,20221103,,,,,,,,,,,I,20221114,,
1278100866,1,20220510,,,,,,,,,,,I,20221114,,
3798600867,1,20220522,,,,,,,,,,,I,20221114,,
6118100868,1,20220604,1020180120037,,,,,,,,,,I,20221114,,
6328100869,1,20220604,,,,,,,,,,,I,20221114,,
1088100870,1,20220428,1020160141746,58743301,KR,20171016,W,2017011417,WO,20180503,A1,2018080075,I,20221114,,
3018100871,1,20220519,,,,,,,,,,,I,20221114,,
6868700872,1,20220605,,,,,,,,,,,I,20221114,,
1208800873,1,20220509,1020150152322,58580722,US,20170728,A,201715662467,US,20171109,A1,2017323335,I,20221114,,
1208800873,2,20220509,1020150152322,58580722,KR,20160205,W,2016001322,WO,20170504,A1,2017073848,I,20221114,,
1208800873,3,20220509,1020150152322,58580722,CN,20160205,A,201680009803,CN,20170926,A,107209911,I,20221114,,
1728600874,1,20220513,1020200177772,,,,,,,,,,I,20221114,,
1728600874,2,20220513,1020200177773,,,,,,,,,,I,20221114,,
3638800875,1,20220522,1020170153842,,,,,,,,,,I,20221114,,
3638800875,2,20220522,1020170173705,63454684,JP,20181122,A,2018219047,JP,20210616,B2,6885918,I,20221114,,
3638800875,3,20220522,1020170173705,63454684,JP,20181122,A,2018219047,JP,20190704,A,2019109884,I,20221114,,
3638800875,4,20220522,1020170173705,63454684,US,20181004,A,201816619449,US,20200521,A1,2020159649,I,20221114,,
3638800875,5,20220522,1020170173705,63454684,KR,20181004,W,2018011730,WO,20190620,A1,2019117438,I,20221114,,
1068100876,1,20220428,,,,,,,,,,,I,20221114,,
1108100877,1,20220509,,,,,,,,,,,I,20221114,,
2038100878,1,20220514,1020130128389,,,,,,,,,,I,20221114,,
2038100878,2,20220514,1020150037260,,,,,,,,,,I,20221114,,
2038100878,3,20220514,1020150096333,54338395,KR,20160610,W,2016006204,WO,20170112,A1,2017007139,I,20221114,,
2038100878,4,20220514,1020150102969,,,,,,,,,,I,20221114,,
2038100878,5,20220514,1020180095335,,,,,,,,,,I,20221114,,
2038100878,6,20220514,1020180169545,67256223,US,20191022,A,201917309584,US,20220120,A1,2022015725,I,20221114,,
2038100878,7,20220514,1020180169545,67256223,EP,20191022,A,19902030,EP,20210929,A1,3884871,I,20221114,,
2038100878,8,20220514,1020180169545,67256223,KR,20191022,W,2019013896,WO,20200702,A1,2020138673,I,20221114,,
2038100878,9,20220514,1020190048694,,,,,,,,,,I,20221114,,
2038100878,10,20220514,1020200070722,,,,,,,,,,I,20221114,,
1078700879,1,20220428,1020180103259,,,,,,,,,,I,20221114,,
1078700879,2,20220428,1020210098917,,,,,,,,,,I,20221114,,
1148600880,1,20220509,1020140080524,,,,,,,,,,I,20221114,,
1148600880,2,20220509,1020190070826,,,,,,,,,,I,20221114,,
1148700881,1,20220509,1020200010986,,,,,,,,,,I,20221114,,
1148700881,2,20220509,1020200010987,,,,,,,,,,I,20221114,,
1168100882,1,20220509,,,,,,,,,,,I,20221114,,
1218100883,1,20220509,1020160119569,,,,,,,,,,I,20221114,,
1228600884,1,20221103,,,,,,,,,,,I,20221114,,
1388100885,1,20220513,1020140027004,,,,,,,,,,I,20221114,,
1388100885,2,20220513,3020140026332,,,,,,,,,,I,20221114,,
1388100885,3,20220513,2020190001152,,,,,,,,,,I,20221114,,
2068600886,1,20220514,1020150066036,,,,,,,,,,I,20221114,,
2208600887,1,20220516,,,,,,,,,,,I,20221114,,
3188100888,1,20220521,,,,,,,,,,,I,20221114,,
6415500889,1,20220604,,,,,,,,,,,I,20221114,,
1168100890,1,20220509,1020200122679,,,,,,,,,,I,20221114,,
1168100890,2,20220509,1020200141873,,,,,,,,,,I,20221114,,
1168100890,3,20220509,1020210003577,,,,,,,,,,I,20221114,,
1168100890,4,20220509,1020170019001,59354610,EP,20171120,A,17202612,EP,20180815,A1,3361452,I,20221114,,
1168100890,5,20220509,1020170019001,59354610,JP,20170525,A,2017103848,JP,20190821,B2,6563977,I,20221114,,
1168100890,6,20220509,1020170019001,59354610,JP,20170525,A,2017103848,JP,20180816,A,2018129018,I,20221114,,
1168100890,7,20220509,1020170019001,59354610,US,20170428,A,201715499918,US,20180515,B1,9972147,I,20221114,,
1168100890,8,20220509,1020190010285,,,,,,,,,,I,20221114,,
1168100890,9,20220509,1020140155219,,,,,,,,,,I,20221114,,
1168100890,10,20220509,1020010045151,,,,,,,,,,I,20221114,,
1108100891,1,20220509,,,,,,,,,,,I,20221114,,
1208100892,1,20221102,,,,,,,,,,,I,20221114,,
6708800893,1,20220604,,,,,,,,,,,I,20221114,,
2208100894,1,20220516,,,,,,,,,,,I,20221114,,
1238600895,1,20220509,,,,,,,,,,,I,20221114,,
1328600896,1,20220512,1020160092723,,,,,,,,,,I,20221114,,
1328600896,2,20220512,1020160092689,,,,,,,,,,I,20221114,,
2088700897,1,20220514,1020080076897,,,,,,,,,,I,20221114,,
2088700897,2,20220514,1020080076896,,,,,,,,,,I,20221114,,
2088700897,3,20220514,1020080076895,,,,,,,,,,I,20221114,,
3808600898,1,20220522,1020180090159,,,,,,,,,,I,20221114,,
3808600898,2,20220522,1020190087334,,,,,,,,,,I,20221114,,
3808600898,3,20220522,1020180090158,,,,,,,,,,I,20221114,,
1078100899,1,20220428,,,,,,,,,,,I,20221114,,
5048100900,1,20220526,,,,,,,,,,,I,20221114,,
1048100901,1,20220427,,,,,,,,,,,I,20221114,,
1058700902,1,20220428,1020200013485,,,,,,,,,,I,20221114,,
1068600903,1,20220428,,,,,,,,,,,I,20221114,,
1068600904,1,20220428,,,,,,,,,,,I,20221114,,
1198100905,1,20220509,,,,,,,,,,,I,20221114,,
1231400906,1,20221103,,,,,,,,,,,I,20221114,,
1238600907,1,20220509,,,,,,,,,,,I,20221114,,
1371200908,1,20220512,1020060023740,,,,,,,,,,I,20221114,,
1371200908,2,20220512,2020060006888,,,,,,,,,,I,20221114,,
1371200908,3,20220512,1020060033264,,,,,,,,,,I,20221114,,
1078600909,1,20220428,1020080029104,,,,,,,,,,I,20221114,,
1078600909,2,20220428,1020050123006,,,,,,,,,,I,20221114,,
1078600909,3,20220428,1020060045906,,,,,,,,,,I,20221114,,
1078600909,4,20220428,1020090061772,,,,,,,,,,I,20221114,,
1078600909,5,20220428,1020180006897,,,,,,,,,,I,20221114,,
4098600910,1,20220523,1020150171723,,,,,,,,,,I,20221114,,
4098600910,2,20220523,1020170048740,,,,,,,,,,I,20221114,,
4098600910,3,20220523,1020170026660,,,,,,,,,,I,20221114,,
4098600910,4,20220523,1020170082492,64742262,JP,20170719,A,2019563075,JP,20210811,B2,6918979,I,20221114,,
4098600910,5,20220523,1020170082492,64742262,US,20170719,A,201716613724,US,20200305,A1,2020073056,I,20221114,,
4098600910,6,20220523,1020170082492,64742262,US,20170719,A,201716613724,US,20211221,B2,11204470,I,20221114,,
4098600910,7,20220523,1020170082492,64742262,EP,20170719,A,17915466,EP,20200506,A1,3647844,I,20221114,,
4098600910,8,20220523,1020170082492,64742262,EP,20170719,A,17915466,EP,20201209,A4,3647844,I,20221114,,
4098600910,9,20220523,1020170082492,64742262,KR,20170719,W,2017007769,WO,20190103,A1,2019004510,I,20221114,,
4098600910,10,20220523,1020170082492,64742262,CN,20170719,A,201780092466,CN,20200211,A,110785689,I,20221114,,
2118800911,1,20220515,1020190065871,,,,,,,,,,I,20221114,,
2248100912,1,20220517,,,,,,,,,,,I,20221114,,
4458700913,1,20220525,1020190060383,,,,,,,,,,I,20221114,,
4458700913,2,20220525,1020190094729,,,,,,,,,,I,20221114,,
4458700913,3,20220525,1020180123713,,,,,,,,,,I,20221114,,
4458700913,4,20220525,1020180160421,66657188,KR,20191018,W,2019013742,WO,20200618,A1,2020122403,I,20221114,,
4458700913,5,20220525,1020200025166,,,,,,,,,,I,20221114,,
1138600914,1,20220509,,,,,,,,,,,I,20221114,,
2177400915,1,20220516,,,,,,,,,,,I,20221114,,
5018100916,1,20220525,3019890003076,,,,,,,,,,I,20221114,,
5018100916,2,20220525,3019890003077,,,,,,,,,,I,20221114,,
5018100916,3,20220525,1020120150267,,,,,,,,,,I,20221114,,
6538100917,1,20220604,,,,,,,,,,,I,20221114,,
1178100918,1,20220509,,,,,,,,,,,I,20221114,,
6102100919,1,20220604,1020170154482,,,,,,,,,,I,20221114,,
6102100919,2,20220604,1020170175651,,,,,,,,,,I,20221114,,
6102100919,3,20220604,1020170059638,,,,,,,,,,I,20221114,,
6102100919,4,20220604,1020190022683,,,,,,,,,,I,20221114,,
6102100919,5,20220604,1020170064293,,,,,,,,,,I,20221114,,
6102100919,6,20220604,1020170132331,,,,,,,,,,I,20221114,,
6102100919,7,20220604,1020180156765,71143409,CN,20191205,U,201922156646,CN,20200818,U,211296490,I,20221114,,
6102100919,8,20220604,1020170064294,,,,,,,,,,I,20221114,,
6102100919,9,20220604,1020170064295,,,,,,,,,,I,20221114,,
6102100919,10,20220604,1020180107958,,,,,,,,,,I,20221114,,
1208700920,1,20221102,,,,,,,,,,,I,20221114,,
1218600921,1,20220509,2020150008392,,,,,,,,,,I,20221114,,
1238100922,1,20220509,1020050100318,,,,,,,,,,I,20221114,,
1238100922,2,20220509,1020030002972,,,,,,,,,,I,20221114,,
1238600923,1,20220509,,,,,,,,,,,I,20221114,,
1358100924,1,20220512,1020040009822,,,,,,,,,,I,20221114,,
1358100924,2,20220512,1020070091803,,,,,,,,,,I,20221114,,
1358100924,3,20220512,1020130064111,,,,,,,,,,I,20221114,,
1358100924,4,20220512,1020160015242,,,,,,,,,,I,20221114,,
1358100924,5,20220512,1020160029741,,,,,,,,,,I,20221114,,
1358100924,6,20220512,1020180079219,,,,,,,,,,I,20221114,,
1358100924,7,20220512,1020180079218,,,,,,,,,,I,20221114,,
1358100924,8,20220512,1020190041723,,,,,,,,,,I,20221114,,
1358100924,9,20220512,1020190042970,,,,,,,,,,I,20221114,,
1358100924,10,20220512,1020210072231,,,,,,,,,,I,20221114,,
2098100925,1,20221102,,,,,,,,,,,I,20221114,,
1078600926,1,20220428,1020160063671,58742785,KR,20170216,W,2017001699,WO,20171130,A1,2017204439,I,20221114,,
1078600926,2,20220428,1020120158680,,,,,,,,,,I,20221114,,
2018100927,1,20220514,1020110066010,,,,,,,,,,I,20221114,,
1058700928,1,20220428,,,,,,,,,,,I,20221114,,
1238600929,1,20220509,1020100102108,,,,,,,,,,I,20221114,,
1238600929,2,20220509,1020100102107,,,,,,,,,,I,20221114,,
1448100930,1,20220513,,,,,,,,,,,I,20221114,,
8158100931,1,20220605,,,,,,,,,,,I,20221114,,
1098100932,1,20220509,1020140039719,,,,,,,,,,I,20221114,,
1208100933,1,20221102,,,,,,,,,,,I,20221114,,
1318100934,1,20220511,1020170065460,,,,,,,,,,I,20221114,,
1318100934,2,20220511,3020170029003,,,,,,,,,,I,20221114,,
1318100934,3,20220511,3020210041437,,,,,,,,,,I,20221114,,
1318100934,4,20220511,1020170065464,,,,,,,,,,I,20221114,,
2948800935,1,20220519,,,,,,,,,,,I,20221114,,
1078700936,1,20220428,,,,,,,,,,,I,20221114,,
1118100937,1,20220509,,,,,,,,,,,I,20221114,,
1128700938,1,20220509,1020190111852,69051952,KR,20200908,W,2020012092,WO,20210318,A1,2021049844,I,20221114,,
1128700938,2,20220509,1020210007731,,,,,,,,,,I,20221114,,
1128700938,3,20220509,1020210007730,,,,,,,,,,I,20221114,,
1228600939,1,20220509,1020160149624,,,,,,,,,,I,20221114,,
1228600939,2,20220509,1020170037429,,,,,,,,,,I,20221114,,
1228600939,3,20220509,1020170152972,,,,,,,,,,I,20221114,,
1228600939,4,20220509,1020170152971,,,,,,,,,,I,20221114,,
1228600939,5,20220509,1020180059313,,,,,,,,,,I,20221114,,
1228600939,6,20220509,1020210029636,,,,,,,,,,I,20221114,,
2648100940,1,20220518,1020130072703,,,,,,,,,,I,20221114,,
2648100940,2,20220518,1020140096021,,,,,,,,,,I,20221114,,
2648100940,3,20220518,1020210052292,72293020,KR,20190212,A,20190016337,KR,20200820,A,20200098325,I,20221114,,
2648100940,4,20220518,1020130078435,,,,,,,,,,I,20221114,,
2648100940,5,20220518,1020190016337,72293020,KR,20210422,A,20210052292,KR,20210518,A,20210056293,I,20221114,,
2648100940,6,20220518,1020180114169,,,,,,,,,,I,20221114,,
5158700941,1,20220531,1020200083210,76604096,KR,20200714,W,2020009247,WO,20220113,A1,2022010018,I,20221114,,
6068700942,1,20220603,,,,,,,,,,,I,20221114,,
2068600943,1,20220514,1020170144692,,,,,,,,,,I,20221114,,
2068600943,2,20220514,3020170062460,,,,,,,,,,I,20221114,,
2068600943,3,20220514,1020190063231,,,,,,,,,,I,20221114,,
2068600943,4,20220514,1020190063232,,,,,,,,,,I,20221114,,
1068100944,1,20220428,,,,,,,,,,,I,20221114,,
1178100945,1,20220509,,,,,,,,,,,I,20221114,,
1238100946,1,20220509,,,,,,,,,,,I,20221114,,
1238600947,1,20220509,,,,,,,,,,,I,20221114,,
2118700948,1,20220515,,,,,,,,,,,I,20221114,,
5024000949,1,20220526,,,,,,,,,,,I,20221114,,
8468800950,1,20220605,,,,,,,,,,,I,20221114,,
8698100951,1,20220605,,,,,,,,,,,I,20221114,,
1048600952,1,20220428,,,,,,,,,,,I,20221114,,
1198600953,1,20221102,,,,,,,,,,,I,20221114,,
2158700954,1,20220515,,,,,,,,,,,I,20221114,,
1128700955,1,20220509,2020150008392,,,,,,,,,,I,20221114,,
2068600956,1,20220514,,,,,,,,,,,I,20221114,,
1098600957,1,20220509,,,,,,,,,,,I,20221114,,
2118700958,1,20220515,3020160023039,,,,,,,,,,I,20221114,,
2118700958,2,20220515,3020160023042,,,,,,,,,,I,20221114,,
1348600959,1,20220512,2020010015285,,,,,,,,,,I,20221114,,
1348600959,2,20220512,1020140194576,,,,,,,,,,I,20221114,,
1348600959,3,20220512,3020170034601,,,,,,,,,,I,20221114,,
2208100960,1,20220516,1020170083173,,,,,,,,,,I,20221114,,
2208100960,2,20220516,2019910004818,,,,,,,,,,I,20221114,,
2208100960,3,20220516,1020050008064,,,,,,,,,,I,20221114,,
2208100960,4,20220516,1020090133926,,,,,,,,,,I,20221114,,
2208100960,5,20220516,1020090133900,,,,,,,,,,I,20221114,,
2208100960,6,20220516,1020120041172,46880167,KR,20130329,W,2013002610,WO,20131024,A1,2013157755,I,20221114,,
2208100960,7,20220516,3020150027564,,,,,,,,,,I,20221114,,
1258600961,1,20220510,,,,,,,,,,,I,20221114,,
4188100962,1,20220524,,,,,,,,,,,I,20221114,,
2268100963,1,20220517,,,,,,,,,,,I,20221114,,
3128600964,1,20220520,,,,,,,,,,,I,20221114,,
2118100965,1,20220515,1020180164048,,,,,,,,,,I,20221114,,
2118100965,2,20220515,1020180169155,,,,,,,,,,I,20221114,,
2118100965,3,20220515,1020190081570,,,,,,,,,,I,20221114,,
2118100965,4,20220515,1020170181449,,,,,,,,,,I,20221114,,
2118100965,5,20220515,1020190015075,,,,,,,,,,I,20221114,,
2118100965,6,20220515,1020200171379,,,,,,,,,,I,20221114,,
1308600966,1,20220511,1020170100510,,,,,,,,,,I,20221114,,
1308600966,2,20220511,1020180041536,,,,,,,,,,I,20221114,,
1308600966,3,20220511,1020190010012,,,,,,,,,,I,20221114,,
1308600966,4,20220511,1020190010013,,,,,,,,,,I,20221114,,
1308600966,5,20220511,1020190007301,68164396,US,20190315,A,201917046354,US,20210520,A1,2021146105,I,20221114,,
1308600966,6,20220511,1020190007301,68164396,KR,20190315,W,2019003043,WO,20191017,A1,2019198936,I,20221114,,
1308600966,7,20220511,1020190026947,,,,,,,,,,I,20221114,,
1308600966,8,20220511,1020190026946,,,,,,,,,,I,20221114,,
4808100967,1,20220525,3020200024498,,,,,,,,,,I,20221114,,
4808100967,2,20220525,1020140152134,,,,,,,,,,I,20221114,,
4808100967,3,20220525,1020110005165,,,,,,,,,,I,20221114,,
4808100967,4,20220525,1020070079220,,,,,,,,,,I,20221114,,
4808100967,5,20220525,1020190075172,,,,,,,,,,I,20221114,,
4808100967,6,20220525,1020000034281,,,,,,,,,,I,20221114,,
4808100967,7,20220525,1020140174116,,,,,,,,,,I,20221114,,
1208800968,1,20221103,,,,,,,,,,,I,20221114,,
2021600969,1,20220514,,,,,,,,,,,I,20221114,,
5048100970,1,20220526,1020160082617,,,,,,,,,,I,20221114,,
1048100971,1,20220428,1020030010934,,,,,,,,,,I,20221114,,
1048100971,2,20220428,1020000083682,,,,,,,,,,I,20221114,,
1048100971,3,20220428,1020020028600,,,,,,,,,,I,20221114,,
1048100971,4,20220428,1020030013014,,,,,,,,,,I,20221114,,
2208700972,1,20220516,,,,,,,,,,,I,20221114,,
1138600973,1,20220509,,,,,,,,,,,I,20221114,,
1018600974,1,20220427,1020160183284,62709537,KR,20171213,W,2017014668,WO,20180705,A1,2018124552,I,20221114,,
1018600974,2,20220427,1020170137569,63230031,JP,20171204,A,2019562529,JP,20200409,A,2020510942,I,20221114,,
1018600974,3,20220427,1020170137569,63230031,JP,20171204,A,2019562529,JP,20211020,B2,6951468,I,20221114,,
1018600974,4,20220427,1020170137569,63230031,US,20190730,A,201916525927,US,20191121,A1,2019354658,I,20221114,,
1018600974,5,20220427,1020170137569,63230031,EP,20171204,A,17895469,EP,20210217,B1,3579134,I,20221114,,
1018600974,6,20220427,1020170137569,63230031,EP,20171204,A,17895469,EP,20191211,A1,3579134,I,20221114,,
1018600974,7,20220427,1020170137569,63230031,EP,20171204,A,17895469,EP,20200205,A4,3579134,I,20221114,,
1018600974,8,20220427,1020170137569,63230031,CN,20171204,A,201780085108,CN,20190917,A,110249329,I,20221114,,
1018600974,9,20220427,1020180026635,,,,,,,,,,I,20221114,,
1018600974,10,20220427,1020170092399,,,,,,,,,,I,20221114,,
1318100975,1,20220511,,,,,,,,,,,I,20221114,,
4108600976,1,20220524,,,,,,,,,,,I,20221114,,
5043100977,1,20220526,3020200006101,,,,,,,,,,I,20221114,,
5043100977,2,20220526,1020100085242,,,,,,,,,,I,20221114,,
5828100978,1,20220603,,,,,,,,,,,I,20221114,,
6938100979,1,20220605,1020160118195,59049044,JP,20161111,A,2016220195,JP,20180322,A,2018045986,I,20221114,,
6938100979,2,20220605,1020190007899,,,,,,,,,,I,20221114,,
6938100979,3,20220605,3020190009552,,,,,,,,,,I,20221114,,
6938100979,4,20220605,1020190064158,,,,,,,,,,I,20221114,,
6938100979,5,20220605,1020190101406,,,,,,,,,,I,20221114,,
6938100979,6,20220605,1020190179215,,,,,,,,,,I,20221114,,
6938100979,7,20220605,3020200010914,,,,,,,,,,I,20221114,,
6938100979,8,20220605,1020200049546,,,,,,,,,,I,20221114,,
6938100979,9,20220605,1020200050624,,,,,,,,,,I,20221114,,
6938100979,10,20220605,2020200001520,,,,,,,,,,I,20221114,,
1138600980,1,20220509,1020130079517,,,,,,,,,,I,20221114,,
5048600981,1,20220526,1020190073077,,,,,,,,,,I,20221114,,
7048100982,1,20220605,1020210052430,,,,,,,,,,I,20221114,,
1208700983,1,20221103,,,,,,,,,,,I,20221114,,
3028100984,1,20220519,3020130052503,,,,,,,,,,I,20221114,,
3028100984,2,20220519,3020150026947,,,,,,,,,,I,20221114,,
3028100984,3,20220519,3020210041924,,,,,,,,,,I,20221114,,
3148600985,1,20220521,,,,,,,,,,,I,20221114,,
8038700986,1,20220605,,,,,,,,,,,I,20221114,,
1078100987,1,20220428,1020070078426,39410573,JP,20080717,A,2008186055,JP,20090226,A,2009044148,I,20221114,,
1078100987,2,20220428,1020070078426,39410573,JP,20080717,A,2008186055,JP,20110427,B2,4677015,I,20221114,,
1078100987,3,20220428,2020000009242,,,,,,,,,,I,20221114,,
1078100987,4,20220428,2020000009241,,,,,,,,,,I,20221114,,
1058100988,1,20220428,1020100036038,,,,,,,,,,I,20221114,,
1058100988,2,20220428,1020100036061,,,,,,,,,,I,20221114,,
1198600989,1,20221102,,,,,,,,,,,I,20221114,,
1068600990,1,20220428,,,,,,,,,,,I,20221114,,
1078600991,1,20220428,1020200060096,75223989,KR,20210405,A,20210044338,KR,20210504,A,20210049042,I,20221114,,
1078600991,2,20220428,1020040116785,37304410,US,20051205,A,58316005,US,20090604,A1,2009144173,I,20221114,,
1078600991,3,20220428,1020070108065,39825510,US,20080609,A,13566708,US,20090430,A1,2009112862,I,20221114,,
1078600991,4,20220428,1020070108065,39825510,US,20080609,A,13566708,US,20121023,B2,8296280,I,20221114,,
1078600991,5,20220428,1020080033910,,,,,,,,,,I,20221114,,
1078600991,6,20220428,3020120043916,,,,,,,,,,I,20221114,,
1078600991,7,20220428,3020130046079,,,,,,,,,,I,20221114,,
1078600991,8,20220428,1020160134216,60943627,CN,20170518,A,201780003660,CN,20200522,B,108140205,I,20221114,,
1078600991,9,20220428,1020160134216,60943627,CN,20170518,A,201780003660,CN,20180608,A,108140205,I,20221114,,
1078600991,10,20220428,1020160134216,60943627,RU,20170518,A,2018141021,RU,20200521,A,2018141021,I,20221114,,
3148600992,1,20220521,1020210045090,,,,,,,,,,I,20221114,,
3148600992,2,20220521,1020150128088,,,,,,,,,,I,20221114,,
3148600992,3,20220521,1020160069028,,,,,,,,,,I,20221114,,
8838800993,1,20220606,,,,,,,,,,,I,20221114,,
1178100994,1,20220509,1020150160077,52927758,CN,20141119,U,201420696952,CN,20150325,U,204229691,I,20221114,,
1178100994,2,20220509,1020170159911,59648270,CN,20161227,A,201611224495,CN,20180605,A,108121928,I,20221114,,
1178100994,3,20220509,1020170159911,59648270,CN,20161227,U,201621444089,CN,20170825,U,206441181,I,20221114,,
1178100994,4,20220509,1020190140346,,,,,,,,,,I,20221114,,
1178100994,5,20220509,1020180155392,67624745,US,20191205,A,201917298591,US,20220113,A1,2022014376,I,20221114,,
1178100994,6,20220509,1020180155392,67624745,KR,20191205,W,2019017142,WO,20200611,A1,2020116975,I,20221114,,
1178100994,7,20220509,1020180155392,67624745,CN,20191205,A,201980079699,CN,20210723,A,113169868,I,20221114,,
1178100994,8,20220509,1020190147809,,,,,,,,,,I,20221114,,
1178100994,9,20220509,1020190140347,70913425,KR,20211027,A,20210145037,KR,20211108,A,20210133924,I,20221114,,
1178100994,10,20220509,1020170159998,,,,,,,,,,I,20221114,,
1068100995,1,20220428,3020120025684,,,,,,,,,,I,20221114,,
1068100995,2,20220428,3020120025685,,,,,,,,,,I,20221114,,
1238600996,1,20220509,1019990019465,,,,,,,,,,I,20221114,,
8058600997,1,20220605,,,,,,,,,,,I,20221114,,
4558600998,1,20220525,,,,,,,,,,,I,20221114,,
2148100999,1,20220515,,,,,,,,,,,I,20221114,,
1198601000,1,20221102,,,,,,,,,,,I,20221114,,
1448101001,1,20220513,1020187032372,59998206,EP,20170410,A,17779970,EP,20191030,A4,3440621,I,20221114,,
1448101001,2,20220513,1020187032372,59998206,EP,20170410,A,17779970,EP,20190213,A1,3440621,I,20221114,,
1448101001,3,20220513,1020187032372,59998206,US,20170410,W,2017026789,WO,20171116,A8,2017177222,I,20221114,,
1448101001,4,20220513,1020187032372,59998206,US,20170410,W,2017026789,WO,20171012,A1,2017177222,I,20221114,,
1448101001,5,20220513,1020187032372,59998206,CN,20170410,A,201780035653,CN,20190301,A,109416826,I,20221114,,
1448101001,6,20220513,1020187032372,59998206,IL,20181007,A,26215718,IL,20181129,D0,262157,I,20221114,,
1448101001,7,20220513,1020187032372,59998206,JP,20170410,A,2018552031,JP,20190530,A,2019514117,I,20221114,,
1448101001,8,20220513,1020187032372,59998206,US,20200914,A,202017019996,US,20201231,A1,2020410401,I,20221114,,
1448101001,9,20220513,1020187032372,59998206,US,20170410,A,201715483206,US,20171012,A1,2017293864,I,20221114,,
1058701002,1,20220428,,,,,,,,,,,I,20221114,,
2228101003,1,20220516,,,,,,,,,,,I,20221114,,
8298101004,1,20220605,,,,,,,,,,,I,20221114,,
