사업자등록번호,순번,데이터수집일자,출원번호,특허명,출원날짜,CPC번호,인용수,피인용수,발명자수,청구항수,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
2013600270,6,20220514,1020130093818,슬래그 유출 방지 장치 및 여기에 사용되는 고압가스 분사 랜스,20130807,B22D43/001,2,,2,8,I,20221114,,
2013600270,7,20220514,1020130095917,임펠러 성능 평가 장치 및 평가 방법,20130813,B01F35/212,2,,1,10,I,20221114,,
2013600270,8,20220514,1020130106070,위상 지연과 데이터 분포 형상지수를 이용한 베어링 결함 진단 시스템 및 그 진단 방법,20130904,G01M13/045,,,1,4,I,20221114,,
2013600270,9,20220514,20130107860,용선 탈류 설비의 회전형 인젝션 랜스 장치,20130909,C21C1/06,,,4,3,I,20221114,,
2013600270,10,20220514,2020130007559,용선작업용 슬래그 스키머 자동 체결 및 분리장치,20130909,B22D43/005,2,,4,5,I,20221114,,
2328800271,1,20220517,1020190038770,스테이지 시스템과 연계된 금융 상품을 운영하는 방법,20190403,G06Q40/025,,,1,2,I,20221114,,
5088100272,1,20220526,1020070017949,조선 기자재 발주관리방법,20070222,G06Q10/06,,,2,4,I,20221114,,
5088100272,2,20220526,1020070017948,조선 기자재 수주관리 시스템,20070222,G06Q10/06,,,2,11,I,20221114,,
5088100272,3,20220526,2020080000741,태양전지판 고정장치,20080118,H02S20/22,,,1,2,I,20221114,,
5088100272,4,20220526,1020090032119,선박용 벤티레이터,20090414,B63J2/10,2,1,1,10,I,20221114,,
5688800273,1,20220527,1020190108841,말뚝 연결장치 및 이를 이용한 말뚝 연결방법,20190903,E02D5/526,,,3,11,I,20221114,,
5688800273,2,20220527,1020190150524,차압 조절 도어,20191121,E06B5/162,1,,4,7,I,20221114,,
5688800273,3,20220527,1020190173482,먼지 흡입 기능과 방향제 분사 기능이 있는 의류용 에어 브러쉬,20191223,A47L7/00,,,2,3,I,20221114,,
5688800273,4,20220527,1020190179829,자립식 phc 파일 및 그것의 시공 방법,20191231,E02D5/58,,,2,7,I,20221114,,
5688800273,5,20220527,1020200139142,스프링클러 환상배관 시스템,20201026,A62C35/68,1,,4,6,I,20221114,,
5688800273,6,20220527,1020210140539,해상 안전표지시설 및 그 설치방법,20211020,B63B51/02,2,,3,4,I,20221114,,
5688800273,7,20220527,1020220008246,스프링클러 환상배관 시스템,20220120,A62C35/68,,,4,8,I,20221114,,
2118700274,1,20220515,,,,,,,,,I,20221114,,
1178100275,1,20220430,1020150094764,지능형 및 학습형 메일 방화벽 장치,20150702,H04L51/12,1,,2,16,I,20221114,,
1178100275,2,20220430,1020170082082,사기성 메일의 위험도를 판단하는 방법 및 그를 위한 장치,20170628,G06F21/577,,,2,10,I,20221114,,
1178100275,3,20220430,1020197029159,인공지능 기반의 메일 관리 방법 및 장치,20190807,H04L63/1416,,,2,13,I,20221114,,
1238100276,1,20220501,1020040013880,광커넥터 페룰 크리너,20040302,E02B15/0814,,,1,15,I,20221114,,
1238100276,2,20220501,1020040085705,광커넥터 페룰을 위한 크리너,20041026,B08B1/00,,,1,4,I,20221114,,
1238100276,3,20220501,2020050010924,레이저를 이용한 발모촉진용 빗,20050420,A45D24/14,,,1,3,I,20221114,,
1238100276,4,20220501,1020060041118,광섬유절단기,20060508,B26B17/02,,,1,5,I,20221114,,
1238100276,5,20220501,1020060128544,스코프 겸용 클리너,20061215,G02B6/3866,1,1,1,7,I,20221114,,
1238100276,6,20220501,1020110062711,슬라이드식 핸드 헬드형 광섬유 써멀 피복탈피기,20110628,G02B6/245,,,1,6,I,20221114,,
1238100276,7,20220501,1020140099578,휴대용 와이파이 광섬유 검사장치,20140804,G02B6/385,,1,2,1,I,20221114,,
5541500277,1,20220527,1020030081177,전자파 차폐 성능이 우수한 다층 구조의 시트 및 그 제조방법,20031117,H05K9/009,,,3,13,I,20221114,,
5541500277,2,20220527,1020060101953,전자파 차폐용 시트 및 그 제조방법,20061019,H05K9/0084,2,4,2,5,I,20221114,,
5541500277,3,20220527,1020090113464,잉곳성장장치의 도가니 구동축 냉각구조,20091123,C30B15/20,,,1,3,I,20221114,,
5541500277,4,20220527,1020090113463,잉곳성장장치의 전극 고정구조,20091123,C30B35/00,1,,1,3,I,20221114,,
5541500277,5,20220527,1020090114316,잉곳성장장치의 게이트밸브 냉각장치,20091125,C30B15/20,2,,1,3,I,20221114,,
5541500277,6,20220527,1020090116082,레이저와 광파이버를 이용한 잉곳성장장치의 멜트 레벨 측정방법 및 그 장치,20091127,C30B15/26,,,1,3,I,20221114,,
5541500277,7,20220527,1020090116083,잉곳성장장치의 게이트밸브 냉각수 공급장치,20091127,C30B35/00,,,1,3,I,20221114,,
5541500277,8,20220527,1020090116963,잉곳성장장치의 베이스챔버,20091130,C30B15/20,,,1,1,I,20221114,,
5541500277,9,20220527,1020090117358,잉곳성장장치의 시드 메카니즘 중량 밸런싱장치,20091130,C30B15/28,,,1,2,I,20221114,,
5541500277,10,20220527,1020090116395,잉곳성장장치의 멜트 레벨 측정용 기준점 제공장치,20091130,C30B15/26,,1,1,2,I,20221114,,
1078100278,1,20220428,1020020016118,유가증권의 시세를 활용한 네트워크 기반의 게임형 인터넷복권 발매 시스템과 그 운영 방법,20020325,,,,1,1,I,20221114,,
1078100278,2,20220428,1020020031181,컴퓨터프로그램을 활용한 유가증권시장 실시간 중계방송컨텐츠 생성시스템과 그 운영방법,20020603,G06Q50/10,,,1,4,I,20221114,,
1078100278,3,20220428,1020070022637,"주식, 선물, 옵션 거래를 위한 트레이딩시스템의 매매방법및 주문처리 방법",20070307,G06Q20/227,,,1,2,I,20221114,,
2098100279,1,20220515,1020100051459,야국화 발효 추출물에 포함된 인중합체를 유효성분으로 함유하는 피부 주름개선용 기능성 화장품,20100531,A61K8/9789,,2,2,1,I,20221114,,
2098100279,2,20220515,1020100051457,박하 발효 추출물에 포함된 인중합체를 유효성분으로 함유하는 피부 주름개선용 기능성 화장품,20100531,A61K8/9789,,3,2,1,I,20221114,,
2098100279,3,20220515,1020100058258,창이자 발효 추출물에 포함된 인중합체를 유효성분으로 함유하는 피부 주름개선용 기능성 화장품,20100618,A61K8/9789,,1,2,1,I,20221114,,
2098100279,4,20220515,1020110081179,"구기자의 발효추출물을 포함하는 미백, 항산화 및 항균활성 화장료 조성물",20110816,A61K8/9789,,,2,2,I,20221114,,
2098100279,5,20220515,20130038017,"산수유 추출물 발효액의 피부노화 억제 효과, 미백효능 및 보습 효능 화장료 조성물 및 그의 제조방법",20130408,A61K36/40,,,5,3,I,20221114,,
2098100279,6,20220515,20130038002,유자 추출물 발효액을 함유하는 미백효과를 갖는 화장료 조성물 제조방법 및 그 화장료 조성물,20130408,A61K36/752,,,5,5,I,20221114,,
2098100279,7,20220515,20130052093,청매실 발효 추출물을 함유하는 피부미백용 화장료 조성물 및 그 제조방법,20130508,A61K8/9789,1,1,5,3,I,20221114,,
2098100279,8,20220515,1020150027882,수용성 고분자를 포함하는 수용성 시트 및 그 제조방법,20150227,A61K47/34,,,4,3,I,20221114,,
2098100279,9,20220515,1020200046382,모발 염모제 조성물,20200417,A61K8/9728,3,,1,3,I,20221114,,
2098100279,10,20220515,1020200046383,두피 건강 개선용 헤어 샴푸 조성물,20200417,A61K8/9728,3,,1,2,I,20221114,,
3158100280,1,20220520,,,,,,,,,I,20221114,,
1238600281,1,20220501,1020140027602,"스마트미터, 이를 포함하는 검침 시스템 및 이를 제어하는 데이터 수집장치의 동작 방법",20140310,G06Q50/10,2,1,1,15,I,20221114,,
4038100282,1,20220523,1020170182457,회전식 차량용 의자,20171228,B60N2/14,,,2,10,I,20221114,,
4038100282,2,20220523,1020180074660,납석을 이용한 불연성 도료 조성물,20180628,C09D7/61,3,,3,3,I,20221114,,
4038100282,3,20220523,1020190012587,그루빙타입 보강재 주입장치의 제조방법,20190131,E02D5/80,,,1,8,I,20221114,,
4038100282,4,20220523,1020190012588,보강재 주입장치를 구비한 네일링장치,20190131,E02D5/80,,,1,9,I,20221114,,
4038100282,5,20220523,1020190012586,그루빙타입 보강재 주입장치,20190131,E02D5/80,,,1,9,I,20221114,,
4038100282,6,20220523,1020190014662,삽입형 보강재 주입장치,20190208,E21D20/02,,,1,10,I,20221114,,
4038100282,7,20220523,1020190015672,조립형 보강재 주입장치,20190211,E21D20/02,,,1,11,I,20221114,,
4038100282,8,20220523,1020190127806,부식방지구조를 갖는 에이치빔 보강구,20191015,E02D17/04,,,1,6,I,20221114,,
4038100282,9,20220523,1020190137451,웨이퍼 표면 불량 검사장비,20191031,H01L22/12,1,,2,3,I,20221114,,
1208800283,1,20220501,1020170131384,상품 공급망 자동설계 방법 및 이를 이용하는 시스템,20171011,G06Q30/0619,1,1,2,1,I,20221114,,
1168100284,1,20220430,1020200084814,미래 소득 예측을 통한 안정 급여 제공 시스템,20200709,G06Q10/0631,,,7,17,I,20221114,,
1168100284,2,20220430,1020200089023,실손보험금 자동지급심사 시스템 및 그 방법,20200717,G06Q40/08,,,3,6,I,20221114,,
1168100284,3,20220430,1020200089024,새플리 값을 이용한 실손보험금 자동지급심사 시스템 및 그 방법,20200717,G06Q40/08,,,3,4,I,20221114,,
1168100284,4,20220430,1020200089474,영업기회정보 판매시스템 및 그 방법,20200720,G06Q30/0613,3,,7,7,I,20221114,,
1168100284,5,20220430,1020200089473,관계 분석 네트워크를 이용한 판매시스템 및 그 방법,20200720,G06Q30/0613,1,,6,17,I,20221114,,
1168100284,6,20220430,1020200103330,영업기회정보 추천 서버 및 그 방법,20200818,G06Q30/0201,,,6,9,I,20221114,,
1168100284,7,20220430,1020200109733,파이낸셜 플래너 모집을 위한 정보 제공 방법 및 이를 이용한 전자 장치,20200828,G06Q10/1053,,,1,15,I,20221114,,
1168100284,8,20220430,1020200143120,시공간 특성에 따른 긱 서비스 예측 시스템 및 그 방법,20201030,G06Q10/06375,,,5,20,I,20221114,,
1168100284,9,20220430,1020200152531,복수의 상담원을 통한 채팅기반 고객 프로파일 생성 방법 및 장치,20201116,G06Q30/0281,,,7,15,I,20221114,,
1168100284,10,20220430,1020200177012,압축된 긱서비스 제공 방법 및 장치,20201217,G06Q10/06375,,,7,17,I,20221114,,
1058200285,1,20220426,2019990029003,배출구조를 갖는 원료이송용 파렛트,19991221,B65D19/06,,,1,1,I,20221114,,
1058200285,2,20220426,1020000055551,배출구조를 갖는 원료이송용 파렛트,20000921,B65D19/06,,,1,1,I,20221114,,
1058200285,3,20220426,2020000026557,배출구조를 갖는 원료이송용 파렛트,20000921,,,,1,1,I,20221114,,
1058200285,4,20220426,2020030014686,메모홀더가 구비된 물품적재용 팰릿박스,20030513,B65D19/38,,,1,3,I,20221114,,
1058200285,5,20220426,1020060027746,카 트 랙,20060324,B26F1/02,,1,1,1,I,20221114,,
1058200285,6,20220426,2020080004470,식품운반용 상자,20080404,B65D11/1833,,,1,6,I,20221114,,
1058200285,7,20220426,20080005839,조립식 상자,20080502,B65D11/1833,2,1,1,7,I,20221114,,
1058200285,8,20220426,1020080048992,절첩식 상자,20080527,B65D1/225,,,1,3,I,20221114,,
1058200285,9,20220426,2020080007818,수산물 상자,20080612,B65D85/50,,,1,1,I,20221114,,
1058200285,10,20220426,2020090012190,절첩식 상자,20090916,B65D11/1833,4,,1,1,I,20221114,,
7078800286,1,20220530,1020020029013,가축용 자화수 급수장치,20020524,E02B13/00,,4,1,2,I,20221114,,
7078800286,2,20220530,1020030033080,양돈용 급수설비,20030523,A61M15/0001,,,1,5,I,20221114,,
7078800286,3,20220530,1020040062169,증숙 및 건조장치,20040806,A23L19/00,,,3,4,I,20221114,,
7078800286,4,20220530,1020040093659,양돈용 급수장치,20041116,A01K7/00,2,1,1,3,I,20221114,,
7078800286,5,20220530,1020060047819,가축용 보온 급수장치,20060526,A01K7/027,2,2,1,11,I,20221114,,
7078800286,6,20220530,2020060020890,폐사 가축 처리장치,20060803,B09B3/40,,,1,8,I,20221114,,
7078800286,7,20220530,1020060073424,광합성균을 이용한 공기정화장치,20060803,F24F3/16,,,2,10,I,20221114,,
7078800286,8,20220530,1020060131895,약제분사장치,20061221,A01M7/0089,4,6,1,6,I,20221114,,
7078800286,9,20220530,1020070055169,가축용 급수장치,20070605,A01K7/04,,2,1,4,I,20221114,,
7078800286,10,20220530,1020070068958,축분자원의 연료화 장치,20070710,C05F3/06,1,2,3,1,I,20221114,,
6178600287,1,20220529,1020177005079,"세포 투과성의 향상을 위한 개선된 거대분자 전달 도메인aMTD 서열, 이를 코딩하는 폴리뉴클레오타이드, 이를 포함하는 aMTD의 독특한 특징을 확인하는 방법, 이를 포함하는 aMT",20150817,A61K47/64,5,5,1,15,I,20221114,,
6178600287,2,20220529,1020187005889,향상된 세포 투과성icp 파킨 재조합 단백질 및 이의 용도,20160726,C12N9/93,9,,1,18,I,20221114,,
1051000288,1,20220513,1020000085577,모듈 아이씨 핸들러용 캐리어,20001229,G01R31/2893,,1,2,8,I,20221114,,
1051000288,2,20220513,1020000086577,핸들러용 멀티스택커,20001230,G01R31/2893,,,1,14,I,20221114,,
1051000288,3,20220513,1020010000172,광통신 소자 조립용 지그 어셈블리,20010103,G02B6/3898,,,2,10,I,20221114,,
1051000288,4,20220513,1020010001118,반도체 소자 테스트 핸들러의 인덱스헤드,20010109,G01R31/26,,2,1,13,I,20221114,,
1051000288,5,20220513,1020010002011,표면실장장치의 컨베이어,20010113,H05K13/0417,,,1,1,I,20221114,,
1051000288,6,20220513,1020010005438,핸들러용 트레이 오토로더,20010205,G01R31/2893,,,1,6,I,20221114,,
1051000288,7,20220513,1020010006705,핸들러의 트레이 스톱장치,20010212,G01R31/2867,,,1,9,I,20221114,,
1051000288,8,20220513,1020010006707,핸들러용 테스트 트레이,20010212,G01R31/2642,,,1,2,I,20221114,,
1051000288,9,20220513,1020010006706,핸들러의 냉각가스 분사장치,20010212,G01R31/2877,,,1,4,I,20221114,,
1051000288,10,20220513,1020010010788,테스트 핸들러 및 그 제어방법,20010302,G01R31/2893,,,1,4,I,20221114,,
1368100289,1,20220512,1020170182128,고성능 매립가스 포집장치 및 황화수소제거층을 갖춘 현장형 다기능 복토시스템,20171228,B01D53/52,,,5,1,I,20221114,,
1368100289,2,20220512,1020180086859,송풍식 선별장치,20180725,B07B4/02,1,,1,1,I,20221114,,
2018100290,1,20220514,1020100025390,응시자용 단말장치 및 그의 동작 방법,20100322,G06F21/31,,,4,27,I,20221114,,
2018100290,2,20220514,1020100025389,응시자용 단말장치 및 그의 동작 방법,20100322,G06F21/316,,,1,27,I,20221114,,
2018100290,3,20220514,1020100027471,시험 관리 시스템 및 시험 관리를 위한 관리 서버,20100326,G06F21/31,,,4,25,I,20221114,,
2018100290,4,20220514,1020100028137,시험 문제 관리를 위한 관리 서버 및 그의 동작 방법 그리고 시험 문제 출제 시스템,20100329,G06Q50/20,,,4,34,I,20221114,,
2018100290,5,20220514,1020160062564,재원 거래 중개 장치 및 재원 거래 중개 방법,20160523,G06Q30/0619,,,4,8,I,20221114,,
2018100290,6,20220514,1020170094753,기업 간 거래에서 예측된 정보 중심의 재원 추천 시스템 및 방법,20170726,G06Q30/0256,,,3,6,I,20221114,,
1238600291,1,20220501,1019820002009,고압가스 충진후의 밀폐장치 및 방법,19820508,,,,1,2,I,20221114,,
1238600291,2,20220501,2019840007393,씽크대 부착용 오물분쇄기,19840728,B02C18/08,,,2,2,I,20221114,,
1238600291,3,20220501,2019840007392,씽크대 부착용 오물 분쇄기,19840728,B02C18/08,,1,2,1,I,20221114,,
1238600291,4,20220501,1019840006242,집진기 청소용 타이머 장치,19841010,,,,1,1,I,20221114,,
1238600291,5,20220501,2019850001795,구 멍 탄,19850223,C10L5/361,,,1,1,I,20221114,,
1238600291,6,20220501,2019850002157,고압가스 충전용기의 기밀검사장치,19850305,,,,1,2,I,20221114,,
1238600291,7,20220501,1019850001696,고압가스 충전용기의 기밀검사장치,19850314,G01M3/00,,,1,5,I,20221114,,
1238600291,8,20220501,2019850005364,고형 연료 보일러의 회재자동 배출장치,19850509,F23J1/06,,,1,2,I,20221114,,
1238600291,9,20220501,2019850011197,윤전기의 자동 제어 장치,19850831,B30B15/148,,,1,1,I,20221114,,
1238600291,10,20220501,2019850013632,고압 가스 충전용기의 기밀검사기,19851018,G01M3/02,,,1,4,I,20221114,,
5618600292,1,20220527,1020180067029,암호 화폐를 이용한 실시간 거래 방법,20180611,G06Q20/065,,1,1,11,I,20221114,,
5618600292,2,20220527,1020180112386,암호 화폐를 이용한 실시간 거래 방법,20180919,G06Q20/36,2,,1,7,I,20221114,,
5618600292,3,20220527,1020190052379,신규 결제 수단을 이용한 실시간 거래 방법,20190503,G06Q20/02,,,1,10,I,20221114,,
1141600293,1,20220430,1019870008187,전 전자 교환기의 원격교환장치용 휴대형 시험기,19870727,H04M3/22,,,3,2,I,20221114,,
1141600293,2,20220430,2019880009279,"변, 복조 장치의 케이스와 커버 결합구조",19880617,H05K5/0052,,,1,1,I,20221114,,
1141600293,3,20220430,2019880013552,단극성복극성 접속회로의 성능감시회로,19880819,H04L43/50,,,1,1,I,20221114,,
1141600293,4,20220430,2019880015624,사설교환기의선반적층고정장치,19880923,H04Q1/02,,,1,1,I,20221114,,
1141600293,5,20220430,1019880012827,자체검진 가능한 멀뎀장치,19880930,H04L1/00,,,1,4,I,20221114,,
1141600293,6,20220430,2019880016179,다주파음 발생회로,19880930,H04Q1/45,,,1,,I,20221114,,
1141600293,7,20220430,2019880016275,주주형 전원공급회로,19880930,H02M1/088,,,1,1,I,20221114,,
1141600293,8,20220430,2019880022012,주주형 전원공급장치,19881229,H02M1/36,,,1,2,I,20221114,,
1141600293,9,20220430,1019890004330,범용 사설신호 중계선회로,19890331,H04M3/00,,,2,3,I,20221114,,
1141600293,10,20220430,2019890003844,메시지 헤더를 이용한 인터럽트 발생 회로,19890331,G06F13/24,,,1,1,I,20221114,,
1248600294,1,20220501,2020040005626,의료용 영상 카메라,20040303,A61B1/0692,,,1,1,I,20221114,,
1248600294,2,20220501,1020050124818,유무선 결합형의 복합 멀티미디어 통신시스템,20051216,G06F1/00,,,1,6,I,20221114,,
1248600294,3,20220501,1020070088519,표면 에칭용 접착필름,20070831,B32B15/08,,,4,2,I,20221114,,
1248600294,4,20220501,1020080021806,케미컬 관체 고정장치,20080310,F16L3/227,3,,1,4,I,20221114,,
1248600294,5,20220501,1020080059327,벨로우즈관 압력 및 균열 테스트장치,20080624,G01M3/06,1,,1,4,I,20221114,,
1248600294,6,20220501,1020080059328,배관용 분기관 연결 피팅,20080624,F16L41/12,4,1,1,4,I,20221114,,
1248600294,7,20220501,1020080059329,케미컬 관체 고정장치,20080624,F16L3/223,,,1,4,I,20221114,,
1248600294,8,20220501,1020080078761,양방향 화상통화가 가능한 홈네트워크 시스템,20080812,H04M11/06,,,1,2,I,20221114,,
1248600294,9,20220501,1020080081230,일체형 날숨막에 의한 배기밸브가 형성된 마스크,20080820,A62B18/025,2,6,1,2,I,20221114,,
1248600294,10,20220501,1020080083889,평판표시장치 및 그의 제조방법,20080827,H01L21/566,1,1,1,4,I,20221114,,
6768100295,1,20220530,1020190075273,아동용 안전 벨트 가이드,20190624,B60R22/18,1,,1,8,I,20221114,,
6768100295,2,20220530,1020190077365,덕트용 댐퍼,20190627,F24F13/105,1,,1,3,I,20221114,,
1018600296,1,20220512,1020200008873,인공지능 영어 학습 방법,20200122,G06Q50/20,2,,1,16,I,20221114,,
1252400297,1,20220502,1019820002009,고압가스 충진후의 밀폐장치 및 방법,19820508,,,,1,2,I,20221114,,
1252400297,2,20220502,2019840007393,씽크대 부착용 오물분쇄기,19840728,B02C18/08,,,2,2,I,20221114,,
1252400297,3,20220502,2019840007392,씽크대 부착용 오물 분쇄기,19840728,B02C18/08,,1,2,1,I,20221114,,
1252400297,4,20220502,1019840006242,집진기 청소용 타이머 장치,19841010,,,,1,1,I,20221114,,
1252400297,5,20220502,2019850001795,구 멍 탄,19850223,C10L5/361,,,1,1,I,20221114,,
1252400297,6,20220502,2019850002157,고압가스 충전용기의 기밀검사장치,19850305,,,,1,2,I,20221114,,
1252400297,7,20220502,1019850001696,고압가스 충전용기의 기밀검사장치,19850314,G01M3/00,,,1,5,I,20221114,,
1252400297,8,20220502,2019850005364,고형 연료 보일러의 회재자동 배출장치,19850509,F23J1/06,,,1,2,I,20221114,,
1252400297,9,20220502,2019850011197,윤전기의 자동 제어 장치,19850831,B30B15/148,,,1,1,I,20221114,,
1252400297,10,20220502,2019850013632,고압 가스 충전용기의 기밀검사기,19851018,G01M3/02,,,1,4,I,20221114,,
2808100298,1,20220518,1020190030422,블록체인을 이용한 의료 정보 조회 시스템과 방법 및 이를 위한 컴퓨터 프로그램,20190318,G16H10/00,1,,5,11,I,20221114,,
2808100298,2,20220518,1020200135656,인공지능 기반의 그림 테스트를 이용한 인지장애 판별 방법 및 장치,20201020,A61B5/4088,,,2,6,I,20221114,,
2808100298,3,20220518,1020200138287,스마트링을 이용한 라이프 패턴 모니터링 및 관리 방법 및 장치,20201023,G16H50/30,,,2,7,I,20221114,,
1068100299,1,20220427,2020060021227,고소작업대 교육용 시뮬레이터,20060804,G09B9/00,,,1,16,I,20221114,,
1068100299,2,20220427,1020110079701,실시간 다채널 3차원 영상 생성 시스템,20110810,H04N13/275,,,1,3,I,20221114,,
3808100300,1,20220521,1020000067071,위성방송을 이용한 교통방송 시스템,20001113,,,,2,5,I,20221114,,
3808100300,2,20220521,2020000031680,위성방송을 이용한 교통방송 장치,20001113,,,,2,5,I,20221114,,
3808100300,3,20220521,2020010004188,라디오,20010219,,,,2,3,I,20221114,,
2208700301,1,20220516,,,,,,,,,I,20221114,,
2148600302,1,20220515,1020210112684,생체정보를 이용한 인공지능 기반 디지털아이돌 컨텐츠 제작 시스템,20210825,G06Q50/10,1,,2,5,I,20221114,,
2148600302,2,20220515,1020210112679,게임 엔진을 이용한 인공지능 기반 애니메이션 제작 시스템 및 그 방법,20210825,G06T13/40,1,,2,7,I,20221114,,
2148600302,3,20220515,1020210112688,인공지능 기반 아케이드 게임 환경 확장 시스템,20210825,A63F13/50,,,2,10,I,20221114,,
2148600302,4,20220515,1020210112680,빅데이터를 활용한 인공지능 기반 애니메이션 레이아웃 시스템 및 그 방법,20210825,G06T13/20,1,,2,6,I,20221114,,
2148600302,5,20220515,1020210112682,빅데이터를 활용한 인공지능 기반 멀티 오브젝트 레이아웃 시스템 및 그 방법,20210825,G06T13/20,1,,2,6,I,20221114,,
2148600302,6,20220515,1020210115961,생체 데이터를 이용한 메타버스 구현 시스템 및 방법,20210831,G06T19/003,,,2,4,I,20221114,,
2148600302,7,20220515,1020210115956,애니메틱 영상과 빅데이터를 활용한 인공지능 기반 레이아웃 시스템 및 그 방법,20210831,G06T13/20,1,,2,5,I,20221114,,
2148600302,8,20220515,1020210115959,생체정보를 이용하여 캐릭터 리얼리티를 향상시키기 위한 인공지능 기반 디지털아이돌 컨텐츠 제작 시스템,20210831,G06Q50/10,1,,2,2,I,20221114,,
2148600302,9,20220515,1020210115960,메타버스 디지털아이돌을 구현하는 인공지능 기반 플랫폼 제공 시스템 및 그 방법,20210831,G06Q50/10,1,,2,8,I,20221114,,
2148600302,10,20220515,1020210115957,생체정보를 이용한 인공지능 기반 메타버스 컨텐츠 제작 시스템,20210831,G06Q50/10,1,,2,6,I,20221114,,
6228100303,1,20220529,,,,,,,,,I,20221114,,
1342700304,1,20220511,1020000019305,합격자 통보 서비스 시스템 및 서비스 방법,20000412,G06Q50/30,,,1,4,I,20221114,,
1342700304,2,20220511,1020000019304,모바일 인터넷 대출 서비스 시스템 및 그 방법,20000412,,,1,1,7,I,20221114,,
1342700304,3,20220511,1020000019303,전자상거래에서의 판매 및 구매지원 금융시스템,20000412,,,,1,2,I,20221114,,
1342700304,4,20220511,1020000033303,전자상거래상에서 구매물품에 대한 대금결제장치 및 그 방법,20000616,G06Q20/24,,,1,18,I,20221114,,
1342700304,5,20220511,1020010007034,온오프라인상에서의 자금 대출 시스템 및 그 운용방법,20010213,,,1,1,16,I,20221114,,
1342700304,6,20220511,1020010037984,대출한도 및 이자율 조정 시스템 및 방법,20010629,,,,1,19,I,20221114,,
1342700304,7,20220511,1020010040084,인터넷상에서의 이미지 디자인 맞춤형 카드 제공 시스템및 방법,20010705,,,,1,14,I,20221114,,
1342700304,8,20220511,1020010046106,인터넷을 통한 할부금융서비스 제공 방법 및 시스템,20010731,,,2,1,5,I,20221114,,
1342700304,9,20220511,1020020006470,대출카드를 이용한 물건구매방법,20020205,,,,1,5,I,20221114,,
1342700304,10,20220511,1020020045529,무선 통신 시스템을 이용한 고객 정보 조회 방법,20020801,,,,1,17,I,20221114,,
3148100305,1,20220520,1020070122905,이동식 디스크를 이용한 명함관리 방법,20071129,G06F21/31,,,2,2,I,20221114,,
3148100305,2,20220520,20080088042,명함 이미지 전송 시스템 및 이를 이용한 명함의 관리 방법,20080908,,,,1,2,I,20221114,,
3148100305,3,20220520,1020090001256,개인신변보호 시스템,20090107,G08B25/016,,,2,8,I,20221114,,
3148100305,4,20220520,1020100026859,모바일 단말기를 이용한 컴퓨터 원격 명함 관리 장치 및 방법,20100325,G06Q10/105,,,2,9,I,20221114,,
3148100305,5,20220520,1020100033657,바이너리 씨디엠에이코드 분할 다중 접속를 이용한 축사 및 가축 관리장치,20100413,G06Q50/02,,,2,5,I,20221114,,
3148100305,6,20220520,1020100041498,휴대용 스캐너,20100503,H04N1/04,,,2,5,I,20221114,,
3148100305,7,20220520,1020100047448,선박 안전 및 해양 정보시스템,20100520,G08B25/10,,,2,3,I,20221114,,
3148100305,8,20220520,1020110050669,모바일 단말기를 이용한 명함관리 시스템 및 그 방법,20110527,G06Q10/105,,,2,3,I,20221114,,
3148100305,9,20220520,1020110050673,모바일 단말기를 이용한 명함 관리 시스템,20110527,G06F21/305,,,2,3,I,20221114,,
3148100305,10,20220520,1020140026285,명함 추천 시스템 및 이를 이용한 명함 추천 방법,20140305,G06Q10/00,,,1,11,I,20221114,,
4928700306,1,20220525,1020200121379,서비스 프로필 기반으로 컴퓨팅 인프라 환경을 추천하는 컴퓨팅 인프라 환경 지원 장치 및 방법,20200921,G06F9/45533,1,,3,16,I,20221114,,
4928700306,2,20220525,1020200121381,Csp에 따른 가격 정책 비교 기반의 컴퓨팅 인프라 환경 지원 장치 및 방법,20200921,G06F9/45533,1,,3,16,I,20221114,,
4928700306,3,20220525,1020200121376,Csp에 따른 마크업 언어 재구성 기반의 컴퓨팅 인프라 환경 지원 장치 및 방법,20200921,G06F9/45533,1,,3,10,I,20221114,,
1198600307,1,20220430,2020040012435,절첩가능한 책상,20040504,A47B21/00,,,1,3,I,20221114,,
1198600307,2,20220430,2020050014991,유엠디 보관 케이스,20050526,G11B33/027,,,1,7,I,20221114,,
1198600307,3,20220430,1020210001164,저온 내굴곡성이 우수한 고광택성 외장패널 및 그 제조방법,20210106,B32B15/08,1,,1,8,I,20221114,,
1198600307,4,20220430,1020210121037,"몰카 탐지 기능이 탑재된 포켓 와이파이 장치 장치, 방법 및 시스템",20210910,H04W4/33,4,,3,2,I,20221114,,
1138100308,1,20220430,1020100095129,천연 추출물과 알파차단제를 함유하는 전립선 질환 예방 및 치료용 약학조성물,20100930,A61K36/889,,,11,2,I,20221114,,
1138100308,2,20220430,1020110128855,올리고당을 함유한 연질 캡슐의 피막 조성물,20111205,A61K9/4866,,,7,9,I,20221114,,
1138100308,3,20220430,1020120057731,안정성이 향상된 쏘팔메토 추출물 함유 연질 캡슐,20120530,A61K9/4825,,,7,5,I,20221114,,
1138100308,4,20220430,1020150064860,안정성과 피부투과율이 향상된 약학 조성물,20150508,A61K9/06,,,6,4,I,20221114,,
