,사업자등록번호,데이터수집일자,기업명,기업영문명,대표자명,종업원수,종업원수기준년월,산업분류코드,산업분류코드설명,기업규모,기업형태,업태명,설립일,이메일주소,전화번호,팩스전화번호,우편번호,주소,상세주보,휴폐업구분,상태발생일자,휴폐업수정일,CRI등급,CRI기준일,결산일자,매출액,영업이익,자본총계금액,부채총계금액,자산총계금액,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
903,2208802869,20220215,(주)유플렉스***,"Uplex Soft Co.,L***",김**,21.0,2019-03,46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",중소기업,일반,도매업/서비스,20101214,hjlee@uplexsoft.com,02  508 6808,02-508-6881,06250,서울 강남구 역삼로 138,"501호 (역삼동,동광빌딩)",,,,B3,20220215,20201231,6164333.0,502539.0,2892497.0,3494930.0,6387428.0,I,20221104,,
904,2208804998,20220215,(주)매그***,MAGNUMVINT I***,이**,81.0,2021-03,58222,응용 소프트웨어 개발 및 공급업,중소기업,외감,부동산/서비스,20100604,youn2580@mvint.co.kr,02-568-1987,02-568-1984,06045,서울 강남구 강남대로132길 55,"2층, 6층 (논현동,엠브이타워)",,,,B2,20220215,20201231,15591259.0,1575613.0,6885127.0,33849773.0,40734900.0,I,20221104,,
905,2208802088,20220215,(주)더리얼***,"TheRealMarketing Co.,***",손**,11.0,2019-03,71310,광고 대행업,중소기업,일반,건설업/도소매/서비스,20110609,jhhanc@realmkt.co.kr,02  518 5112,02  511 2589,06070,서울특별시 강남구 도산대로 506,"701호 (청담동,재정빌딩)",,,,B1,20220215,20201231,2042153.0,91008.0,800494.0,1016415.0,1816909.0,I,20221104,,
906,2208808818,20220215,(주)나인***,"9wishes Co.,L***",김**,16.0,2021-07,20423,화장품 제조업,중소기업,일반,도소매/제조업,20130415,9wisheslab@naver.com,02-569-9869,02-6974-1869,,서울특별시 마포구 어울마당로5길 25-8,"(서교동,나인위시스빌딩)",,,,B3,20220215,20201231,5767063.0,234225.0,1857760.0,4356929.0,6214690.0,I,20221104,,
907,2208807095,20220215,(주)태성에스***,TAESUNG ***,김성훈외***,64.0,2021-04,72121,건물 및 토목엔지니어링 서비스업,중소기업,일반,"도매/서비스/전문, 과학 및 기술서비스업",20120106,jpark@tssni.com,02-554-1020,070-7614-1056,06250,서울 강남구 역삼로8길 15,"7층 (역삼동,홍우빌딩)",,,,B2,20220215,20201231,7001230.0,344508.0,1615054.0,1364962.0,2980016.0,I,20221104,,
908,2208802559,20220215,콘텐츠웨이브***,Content Wavve Co***,이**,130.0,2020-12,59130,"영화, 비디오물 및 방송프로그램 배급업",대기업,외감,서비스,20120522,,02-6322-0123,02-556-2535,07328,서울특별시 영등포구 여의나루로 60,"19층 (여의도동,여의도포스트타워)",,,,C1,20220215,20201231,180212011.0,-16942175.0,70563085.0,244552833.0,315115918.0,I,20221104,,
909,2208802240,20220215,(주)오***,"Authlabs Co., L***",강**,10.0,2021-08,62010,컴퓨터 프로그래밍 서비스업,중소기업,일반,도소매/서비스,20130322,,02-6339-1477,070-8650-1477,03925,서울 마포구 월드컵북로 396,"1115호 (상암동,누리꿈스퀘어 알앤디타워)",,,,B2,20220215,20201231,1537584.0,48050.0,1580540.0,2142872.0,3723411.0,I,20221104,,
910,2208801654,20220215,(주)모비***,"Mobidays, I***",유**,144.0,2021-08,62010,컴퓨터 프로그래밍 서비스업,중소기업,외감,서비스,20140529,jin@mobidays.com,02  20172167,02  64990076,06250,서울특별시 강남구 역삼로8길 15,"2층, 3층 (역삼동,홍우빌딩)",,,,B1,20220215,20201231,14641151.0,6310955.0,2716883.0,41343241.0,44060124.0,I,20221104,,
911,2208801099,20220215,(주)닥터***,"Dr.Althea Co.,***",이**,25.0,2020-03,20423,화장품 제조업,중소기업,일반,도매,20140319,dr.remedy1@gmail.com,070 51430579,070 82822177,04053,서울특별시 마포구 와우산로29다길,16 (서교동),,,,B3,20220215,20181231,11026809.0,1343122.0,2897920.0,2093729.0,4991650.0,I,20221104,,
912,2298108842,20220215,(주)푸***,PULOON TECHNOLOGY I***,함**,152.0,2021-09,29180,사무용 기계 및 장비 제조업,중소기업,코스닥등록,제조,19970724,sales@puloon.co.kr,02  69594700,02  69594720,06721,서울 서초구 효령로60길 23-10,(서초동),,,,A2,20220215,20201231,23217760.0,-106507.0,29617621.0,8626180.0,38243801.0,I,20221104,,
913,2298102421,20220215,(주)지넷***,"GNET SYSTEM CO., L***",정**,100.0,2020-12,26519,비디오 및 기타 영상기기 제조업,중소기업,외감,제조 건설 도소매 부동산,19980210,help@gnetsystem.com,02  822 3922,02  890 1604,08506,서울특별시 금천구 가산디지털2로,"98, 2동 6층 (가산동,롯데아이티캐슬)",,,,A1,20220215,20201231,28331263.0,4201633.0,17355526.0,8866323.0,26221849.0,I,20221104,,
914,2298107120,20220215,(주)부뜰정보***,"BUTTLE INFORMATION SYSTEMS CO.,L***",신숭재외***,177.0,2021-03,58221,시스템 소프트웨어 개발 및 공급업,중소기업,외감,도매/서비스/소매/제조,19980110,bistax@buttle.co.kr,02  60996500,02  20250340,07292,서울특별시 영등포구 영등포로 144,"3층, 4층, 5층, 6층, 9층 (당산동1가,유니디아빌딩)",,,,B2,20220215,20201231,23764022.0,395170.0,7728792.0,9442139.0,17170932.0,I,20221104,,
915,2998606984,20220215,원티**,WANTED LAB I***,이**,146.0,2021-09,75110,고용 알선업,중소기업,코스닥등록,소프트웨어 개발 및 공급업 외,20150406,bokkee.lee@wantedlab.com,02  539 7117,,05551,서울특별시 송파구 올림픽로 300,"35층 (신천동,롯데월드타워)",,,,C3,20220215,20201231,14648005.0,-4921983.0,-29438874.0,43764907.0,14326033.0,I,20221104,,
916,2878705576,20220215,(주)**,"Gatda Co., L***",고**,10.0,2020-04,58221,시스템 소프트웨어 개발 및 공급업,중소기업,일반,,20180320,,0269546789,0221152327,04798,서울특별시 성동구 성수이로22길 37,4층 405비호 (성수동2가),,,,C2,20220215,20201231,228147.0,-713896.0,399857.0,582804.0,982661.0,I,20221104,,
917,3018100567,20220215,(주)유***,"YOOYOUNGPHARM CO., L***",유**,370.0,2020-12,21210,완제 의약품 제조업,중견기업,외감,제조업,19750128,bokeun@hanmail.net,043 539 8800,043 539 8899,27809,충청북도 진천군 광혜원면 용소2길 33,(죽현리),,,,A1,20220215,20201231,111221206.0,3603009.0,40276924.0,48123586.0,88400509.0,I,20221104,,
918,3058103715,20220215,(주)**,"ILSEONG CO.,L***",지**,9.0,2019-03,29131,액체 펌프 제조업,중소기업,일반,건설업/제조,20000105,ilsung@ilsungpump.co.kr,02  26189233,02  26189236,08207,서울특별시 구로구 경인로63길,21-6 (신도림동),,,,B2,20220215,20201231,4870371.0,24333.0,895834.0,3033676.0,3929510.0,I,20221104,,
919,2118104735,20220215,(주)웨***,"WareValley Co., L***",손**,28.0,2021-08,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,외감,도，소매/도매/서비스/서비스　,20010131,hcryu@warevalley.com,02-2132-5597,02-734-3023,03925,서울 마포구 월드컵북로 396,"22층 (상암동,누리꿈타워비즈니스타워)",,,,B2,20220215,20201231,12989604.0,1455529.0,7128848.0,11370321.0,18499169.0,I,20221104,,
920,2118107654,20220215,(주)케이씨***,"KCIM Co., L***",김**,91.0,2019-03,46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",중소기업,일반,"도매/도매업/부동산업/사업서비스/소매/써비스/전문, 과학 및 기술서비스업/제조업",19901213,hrahn@kcim.co.kr,02-772-5800,02  21170609,06246,서울특별시 강남구 역삼로19길 3,(역삼동),,,,A3,20220215,20201231,24505097.0,1305390.0,6344417.0,3981981.0,10326398.0,I,20221104,,
921,2118601851,20220215,(주)디핀다트***,"DIPPIN`S DOTS KOREA CO.,L***",박**,76.0,2021-08,10502,아이스크림 및 기타 식용빙과류 제조업,중소기업,외감,도소매/제조,19970820,webmaster@dippindots.co.kr,02  549 1776,02  549 6484,17605,경기도 안성시 서운면 제3공단1길 148,(신능리),,,,C1,20220215,20201231,14021268.0,-1423560.0,5687147.0,13120015.0,18807161.0,I,20221104,,
922,2118600651,20220215,(주)코리아데이타네***,"KOREA DATA NETWORK CO., L***",이**,28.0,2020-04,71400,시장조사 및 여론조사업,중소기업,일반,서비스,19950703,webmaster@kdn21.co.kr,02-548-5141,02  548 5144,06136,서울특별시 강남구 봉은사로30길 56,"(역삼동,케이디엔빌딩)",,,,B1,20220215,20180630,4540578.0,379773.0,3465834.0,2089219.0,5555053.0,I,20221104,,
923,2118605473,20220215,(주)***,ECO I***,이**,93.0,2021-03,58222,응용 소프트웨어 개발 및 공급업,중소기업,외감,"제조,서비스",19950927,kja@eco.co.kr,02  20249900,02  20249800,04799,서울특별시 성동구 광나루로6길 35,(성수동2가),,,,B2,20220215,20201231,23551435.0,819041.0,5081042.0,24037939.0,29118980.0,I,20221104,,
924,2118700514,20220215,(주)위즈***,"WEEDS KOREA CO., L***",김**,54.0,2020-06,58200,소프트웨어 개발 및 공급업,중소기업,일반,"서비스,도소매",20030701,ysyoo@weedskorea.co.kr,02 786 7217,02 786 7218,07547,서울 강서구 양천로 583,"A동 2107호 (염창동,우림블루나인)",,,,B1,20220215,20191231,6602801.0,567933.0,2950520.0,2357407.0,5307927.0,I,20221104,,
925,2118801902,20220215,(주)***,"Search M Co, ***",박**,47.0,2019-03,71310,광고 대행업,중소기업,일반,도소매/서비스/소매,20080620,andy@searchm.co.kr,02  34467260,02  60089844,06257,서울특별시 강남구 논현로 319,"3층,4층 (역삼동,정유빌딩)",,,,B3,20220215,20201231,18093559.0,135543.0,872702.0,4448601.0,5321303.0,I,20221104,,
926,2118802259,20220215,(주)매드맨***,"MADMAN POST CO.,L***",김**,48.0,2021-08,59120,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업",중소기업,일반,서비스/제조,20100804,fate01048@gmail.com,02-3477-8558,02-3477-8668,03909,서울 마포구 매봉산로 37,"501호 (상암동,디엠씨산학협력연구센터)",,,,C2,20220215,20201231,3031859.0,-2066515.0,-1842234.0,3232016.0,1389783.0,I,20221104,,
927,2118804415,20220215,(주)사이***,"CYBERDIGM CO., ***",김**,86.0,2019-03,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,도매/부동산/서비스/소매,20101129,daeseung.yoon@cyberdigm.co.kr,02  546 6990,02-546-6992,05510,서울 송파구 올림픽로 299,"12층 (신천동,대한제당빌딩)",,,,B1,20220215,20201231,14527506.0,3049496.0,11942293.0,3282396.0,15224690.0,I,20221104,,
928,2118802698,20220215,(주)**,"YADAH CO., L***",강**,11.0,2018-07,46443,화장품 및 화장용품 도매업,중소기업,일반,도소매/부동산업/서비스/제조업,20110503,noel@yadahcosmetics.com,02 511 6628,02 461 0128,04780,서울 성동구 성수이로7길,"27, 606호 (성수동2가,서울숲코오롱디지털타워2차)",,,,B2,20220215,20201231,6145287.0,171686.0,8517631.0,6932682.0,15450313.0,I,20221104,,
929,2118800911,20220215,(주)엣***,"EDGE RANK CO.,L***",장**,135.0,2021-04,71310,광고 대행업,중소기업,외감,도매 및 소매업/부동산/서비스/소매,20120814,,02-546-8288,02-6008-8268,06053,서울특별시 강남구 언주로133길 26-5,(논현동),,,,B2,20220215,20201231,26073222.0,2540695.0,5027559.0,11417164.0,16444723.0,I,20221104,,
930,2118802437,20220215,스마트쿱***,"Smart Kub Co., L***",이**,7.0,2019-03,26299,그 외 기타 전자부품 제조업,중소기업,일반,제조업외,20120508,halfleee@naver.com,02  548 6969,02 7860806,04778,서울특별시 성동구 왕십리로 58,"506호,507호 (성수동1가,서울숲포휴)",,,,A3,20220215,20201231,6928280.0,623923.0,2935925.0,1919127.0,4855052.0,I,20221104,,
931,2128103981,20220215,(주)한국보원***,"Hankuk Bowonbio Co., L***",김**,9.0,2019-03,20422,"치약, 비누 및 기타 세제 제조업",중소기업,일반,도매/소매/제조,20030128,dosevent@naver.com,02-475-5917,02 475 5924,05836,서울특별시 송파구 법원로 127,"318호, 319호, 320호 (문정동,문정대명벨리온)",,,,B1,20220215,20201231,3354061.0,635069.0,1897574.0,1934647.0,3832221.0,I,20221104,,
932,2128100644,20220215,이씨플라자***,ECPLAZA NETWORK I***,박**,77.0,2019-03,47911,전자상거래 소매 중개업,중소기업,일반,서비스외,20000415,support@ecplaza.co.kr,02-3433-4210,02  482 0339,05398,서울특별시 강동구 강동대로 143-40,"1층 (성내동,신호빌라트)",,,,B2,20220215,20201231,10252000.0,129000.0,2336000.0,6171000.0,8507000.0,I,20221104,,
933,2128109287,20220215,썬덴코리아***,"Sunden Korea Co., L***",권**,29.0,2021-04,29299,그 외 기타 특수목적용 기계 제조업,중소기업,일반,"도매 및 소매업/도매업/전문, 과학 및 기술서비스업/제조업",20050120,skc@sunden.co.kr,02-2054-8927,02-2054-3609,05855,서울 송파구 송파대로 167,"B동 1213호 (문정동,문정역테라타워)",,,,C1,20220215,20201231,7568270.0,101578.0,2891164.0,6956193.0,9847357.0,I,20221104,,
934,2128101708,20220215,(주)양***,"Yangheun Machinery Co, ***",한**,35.0,2019-03,29229,기타 가공 공작기계 제조업,중소기업,일반,제조업,20051226,index@yangheon.com,02  477 8619,02  488 8421,05304,서울특별시 강동구 천중로51길 6,(길동),,,,B1,20220215,20181231,7068547.0,420973.0,3950120.0,3515772.0,7465892.0,I,20221104,,
935,2128104372,20220215,(주)이루***,"ERU Franchise Co.,***",이**,38.0,2019-03,71531,경영컨설팅업,중소기업,일반,건설/도매,20090724,,02  486 3012,,05405,서울특별시 강동구 양재대로89가길 34,"5층 (성내동,천지빌딩)",,,,B1,20220215,20181231,20693781.0,745302.0,1582638.0,6943741.0,8526379.0,I,20221104,,
936,2128608353,20220215,(주)엔큐***,NQ Consulting. l***,유**,9.0,2021-09,46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",중소기업,일반,도소매/서비스,20140117,sales@nqc.co.kr,070-4044-4100,0505-292-2500,05836,서울 송파구 법원로11길 25,"A동 1009호 (문정동,에이치비지니스파크)",,,,B2,20220215,20201231,3538135.0,560516.0,2189500.0,1069019.0,3258518.0,I,20221104,,
937,2138601148,20220215,(주)지오***,"geosoft co.,***",하**,28.0,2019-03,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반,서비스외,19981202,limjee@geosoft.co.kr,02-549-8211,02-549-8244,06024,서울 강남구 언주로 819,"3층 (신사동,에이치비빌딩)",,,,B1,20220215,20201231,13683373.0,468615.0,5330923.0,5655290.0,10986213.0,I,20221104,,
938,2141109748,20220215,하이퍼**,HiperT***,김**,32.0,2014-12,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,도소매/서비스,20090619,kbs@xrp.kr,02  69256675,02  69192765,04526,서울특별시 중구 세종대로,"70, 601호 (태평로2가,덕제빌딩)",,,,C2,20220215,20181231,3022703.0,28933.0,-78451.0,554987.0,476536.0,I,20221104,,
939,2148100375,20220215,(주)산하정***,Sanha Information Technology I***,손**,85.0,2019-05,58221,시스템 소프트웨어 개발 및 공급업,중소기업,일반,부동산/서비스/제조,19941128,sh060053@paran.com,1600 4135,0505 300 4135,08512,서울특별시 금천구 디지털로9길 68,"1501호 (가산동,대륭포스트타워5차)",,,,A3,20220215,20191231,8377812.0,1632262.0,10224306.0,1615715.0,11840021.0,I,20221104,,
940,2148108427,20220215,트레인***,TRANE KOREA I***,정**,66.0,2020-12,46621,배관 및 냉ㆍ난방장치 도매업,중소기업,외감,"도매/도매업 서비스 제조업/도매업, 서비스/서비스/제조",19950125,SangMi.Im@trane.com,02  21860900,02  566 2873,03924,서울 마포구 월드컵북로56길 12,8층 (상암동),,,,B1,20220215,20201231,43969987.0,2978662.0,6674225.0,12379220.0,19053444.0,I,20221104,,
941,2148600302,20220215,(주)에스에이엠지엔터테***,"SAMG ENTERTAINMENT CO., L***",김**,196.0,2021-11,59112,애니메이션 영화 및 비디오물 제작업,중소기업,외감,"도매 및 소매업/서비스/정보통신업/제조/제조업/출판, 영상, 방송통신 및 정보서비스업",20000726,ceo@sam-g.com,02-535-6773,02-523-4573,06151,서울 강남구 테헤란로 325,8층 (역삼동),,,,C2,20220215,20201231,23559441.0,-1026530.0,-11782108.0,44146740.0,32364633.0,I,20221104,,
942,2148600636,20220215,(주)**,"HUNET co.,***",조**,434.0,2021-08,85503,온라인 교육 학원,중소기업,외감,서비스/서비스(사회 및 개인)업,19990904,app@hunet.co.kr,01067375470,02 6220 2581,08389,서울특별시 구로구 디지털로26길 5,"818호 (구로동,에이스하이엔드타워)",,,,B1,20220215,20201231,54910006.0,5869141.0,10671142.0,24556385.0,35227527.0,I,20221104,,
943,2148600166,20220215,(주)토마토***,"TOMATO SYSTEM CO.,L***",이**,219.0,2021-05,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,코넥스,도매/서비스,20001027,mjbaek2@tomatosystem.co.kr,0264935483,02 3445 2198,06104,서울 강남구 논현로128길 5,"5,6,8층 (논현동,장뻘빌딩)",,,,B2,20220215,20201231,18915589.0,649521.0,1960301.0,6571265.0,8531566.0,I,20221104,,
944,2148603689,20220215,(주)엠투***,"M2Soft Co., L***",전**,68.0,2020-12,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,"도, 소매/부동산업/서비스(사업관련)업",20010702,bjchoi@m2soft.co.kr,02-2188-8500,02-2188-8508,,,,,,,B2,20220215,20201231,8446385.0,363420.0,7354435.0,4917028.0,12271463.0,I,20221104,,
945,2148709054,20220215,(주)**,"DOCU Co.,L***",박**,28.0,2019-03,47820,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",중소기업,일반,도소매.서비스외,20040227,tax@docurental.kr,02  20281675,02  60088019,08376,서울특별시 구로구 디지털로31길,"38-21, 207호 (구로동,이앤씨벤처드림타워3차)",,,,B3,20220215,20151231,4944399.0,-86333.0,2228567.0,4623108.0,6851675.0,I,20221104,,
946,2148801434,20220215,(주)포비즈***,FORBIZ KOREA Corporat***,신**,57.0,2019-03,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반,서비스,20101117,tech9@forbiz.co.kr,02  20582214,02-2058-2215,06744,서울 서초구 바우뫼로37길 56,"2층 (양재동,건영빌딩)",,,,A3,20220215,20201231,8858540.0,652848.0,1208328.0,4063846.0,5272175.0,I,20221104,,
947,2148803868,20220215,(주)게***,Gameberry I***,임**,52.0,2021-06,73909,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",중소기업,일반,"도매 및 소매업/서비스(사업관련)업/전문, 과학 및 기술서비스업",20110628,ceo@gameberry.co.kr,01039963164,070 43690364,06648,서울특별시 서초구 반포대로26길 15,"2층 (서초동,리우빌딩)",,,,B3,20220215,20201231,7215119.0,-341396.0,4325080.0,3376080.0,7701161.0,I,20221104,,
948,2158103075,20220215,(주)에스비에스미***,"SBS Medianet Co., L***",김**,257.0,2020-12,60222,유선방송업,중견기업,외감,제조,20000620,G990902@sbsmedianet.co.kr,02  69381200,02  69381199,03926,서울특별시 마포구 상암산로 82,"(상암동,에스비에스프리즘타워)",,,,A3,20220215,20201231,137157780.0,2142755.0,225452568.0,34287247.0,259739815.0,I,20221104,,
949,2158605580,20220215,(주)그래***,Geurae P Jik***,홍**,12.0,2021-05,59112,애니메이션 영화 및 비디오물 제작업,중소기업,일반,"부동산/서비스/서비스업/전문, 과학 및 기술서비스업",20020604,kang410@grafizix.com,070-4137-5071,070-4137-5070,04629,서울특별시 중구 퇴계로20길 71,3층 (남산동2가),,,,B2,20220215,20201231,796307.0,40687.0,1354506.0,908746.0,2263252.0,I,20221104,,
950,2158604137,20220215,(주)포스***,"POSTOPIA CO., L***",김**,109.0,2021-03,63111,자료 처리업,중소기업,외감,서비스/소매/제조업,20030624,gform@epostopia.com,02-2279-9171,02-452-6671,05048,서울 광진구 강변역로 2,비동 3층~4층 (구의동),,,,B3,20220215,20201231,21328137.0,-47593.0,6071301.0,13114230.0,19185532.0,I,20221104,,
951,2158600382,20220215,아시아종묘***,"ASIA SEED Co.,L***",류**,197.0,2021-12,01123,종자 및 묘목 생산업,중소기업,코스닥등록,도소매,20040624,herbseed@chol.com,02  443 9161,02  431 9162,05855,서울 송파구 송파대로 167,"비동 513-1호부터 515호 (문정동,테라타워)",,,,C1,20220215,20210930,24140708.0,2060647.0,20897419.0,21080714.0,41978133.0,I,20221104,,
952,1218101561,20220215,(주)***,"FutureChem Co., L***",지**,82.0,2021-09,21210,완제 의약품 제조업,중소기업,코스닥등록,제조업,20010813,webmaster@futurechem.co.kr,02  497 3114,02  497 3115,04794,서울특별시 성동구 성수일로8길 59,"B동 3층 (성수동2가,평화빌딩)",,,,C2,20220215,20201231,5852395.0,-4934143.0,46914100.0,20099605.0,67013704.0,I,20221104,,
953,1238100592,20220215,(주)제이엠***,"JMW Co., L***",강**,44.0,2020-12,46433,생활용 유리ㆍ요업ㆍ 목재ㆍ금속제품 및 날붙이 도매업,중소기업,외감,"도매/제조,도소매",20040315,topjun79@kihwa.co.kr,070 7124 8692,02 514 8679,08510,서울특별시 금천구 벚꽃로 298,"913호, 914호 (가산동,대륭포스트타워6차)",,,,A2,20220215,20201231,42288515.0,5991043.0,24623563.0,10928279.0,35551842.0,I,20221104,,
954,1248607767,20220215,케이씨솔라앤에너지***,"KC Solar & Energy Co., L***",김**,25.0,2020-12,42311,일반전기 공사업,중소기업,외감,건설업/부동산업/전기　가스　및　수도사업,20051107,kyungsun@kc-cottrell.com,02-6049-5607,02-320-6170,03909,서울 마포구 상암산로 34,"11층 (상암동,디엠씨디지털큐브)",,,,B2,20220215,20201231,11743354.0,33603.0,5989465.0,3592203.0,9581667.0,I,20221104,,
955,1268101376,20220215,지스마트글로벌***,"G-Smatt Global Co., L***",이**,9.0,2021-09,26121,발광 다이오드 제조업,중소기업,코스닥관리,도소매/제조,20000526,mcson@niceseti.com,070 49865051,02  69594345,06026,서울 강남구 도산대로 207,"5층 (신사동,성도빌딩)",,,,C3,20220215,20191231,11849653.0,-70110149.0,38786700.0,49982678.0,88769378.0,I,20221104,,
956,1288100053,20220215,(주)디케이아이테크***,"DKI Technology Co., L***",허**,136.0,2021-03,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,외감,"도매/도소매/서비스/서비스,제조,도매/제조",19970825,megu77@dkitec.com,02 780 1340,02 780 1351,07327,서울 영등포구 여의나루로 71,"1005호 (여의도동,동화빌딩)",,,,A3,20220215,20201231,22613072.0,1113766.0,5043567.0,2215570.0,7259137.0,I,20221104,,
957,1288108380,20220215,(주)인***,INFOV***,김**,23.0,2021-05,29221,전자응용 절삭기계 제조업,중소기업,일반,서비스/제조,20000920,kyeongmi.seo@infovion.com,02-2672-7287,02-2672-7290,14665,경기도 부천시 부일로815번길 83,"(역곡동,제이테크노)",,,,B3,20220215,20201231,3502432.0,4138.0,3643581.0,5728811.0,9372392.0,I,20221104,,
958,2038100878,20220215,제이피아이헬스케어***,"JPI HEALTHCARE. CO., L***",김**,92.0,2021-05,27219,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",중소기업,외감,"제조/제조, 도매",19801222,kimym@jpi.co.kr,031 491 3435,02  21081180,08377,서울 구로구 디지털로33길 28,"608호 (구로동,우림이비지센터1차)",,,,A2,20220215,20201231,31000345.0,3952142.0,23290825.0,9200278.0,32491103.0,I,20221104,,
959,2038101264,20220215,(주)자이***,"ZIONEX CO.,***",류**,100.0,,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반,도소매/사업서비스,19990701,keumhyang_hwang@zionex.com,02 523 1585,02 523 7530,03925,서울 마포구 월드컵북로 396,"908호 (상암동,누리꿈스퀘어연구개발타워)",,,,A3,20220215,20201231,10863000.0,55000.0,4897000.0,1625000.0,6522000.0,I,20221104,,
960,2048106417,20220215,(주)인***,ENAGE I***,신**,20.0,2019-03,63991,데이터베이스 및 온라인정보 제공업,중소기업,일반,도매/서비스/소매/소매업,19991111,enage@enage.com,02-404-4822,02  403 4822,05836,서울 송파구 법원로9길 26,"D동 803호, 804호, 805호 (문정동,에이치비지니스파크)",,,,A3,20220215,20201231,2236154.0,318343.0,3195655.0,1804023.0,4999678.0,I,20221104,,
961,2048607845,20220215,비티지***,BTG Co***,박**,102.0,2020-12,47912,전자상거래 소매업,중소기업,외감,소매업/제조업,20041111,accouny@btgcorp.com,02 2284 9951,029211766,06173,서울 강남구 영동대로96길 8-8,"3층~5층 (삼성동,영보2빌딩)",,,,C3,20220215,20201231,21010906.0,-15770530.0,-8942049.0,38245001.0,29302952.0,I,20221104,,
962,2068109242,20220215,라포애드***,"RAPOAD Co., L***",서**,8.0,2020-08,75992,"전시, 컨벤션 및 행사 대행업",중소기업,일반,건설/도매/도소매/서비스/제조,20030306,,02-3452-7471,02-333-6828,10121,경기도 김포시 고촌읍 상미로10번길 104-34,A동 (향산리),,,,C3,20220215,20191231,1651096.0,83000.0,497167.0,1725142.0,2222309.0,I,20221104,,
963,2068108659,20220215,(주)아***,"ICOMER CO., L***",서정묵외 ***,70.0,2021-04,58200,소프트웨어 개발 및 공급업,중소기업,외감,"제조, 도소매,서비스",20020102,wksuh@icomer.com,02 466 3700,02 466 3760,07299,서울 영등포구 경인로 775,"1동 1106호 (문래동3가,에이스하이테크시티)",,,,A3,20220215,20201231,30227169.0,-375600.0,5101652.0,5169455.0,10271107.0,I,20221104,,
964,2068102135,20220215,(주)***,4**,김**,10.0,2019-03,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반,도매/도소매/서비스,20010806,eunhui@4nb.co.kr,02  499 5989,02  498 3051,04789,서울특별시 성동구 아차산로 17,"403호 (성수동1가,서울숲엘타워)",,,,C2,20220215,20181231,1287000.0,76000.0,96000.0,1077000.0,1173000.0,I,20221104,,
965,2068104990,20220215,에코시계***,"Ecco Watch Co., L***",고**,36.0,2019-03,27400,시계 및 시계부품 제조업,중소기업,일반,"도,소매/도매/부동산업/제조,도매",19990324,min@ecco.co.kr,02  497 5200,02  498 4886,04783,서울 성동구 아차산로,144 (성수동2가),,,,B2,20220215,20191231,8165005.0,1789977.0,4003608.0,3224856.0,7228464.0,I,20221104,,
966,2068108426,20220215,대도도금***,"Daedo Plating Co., L***",정광미외 ***,21.0,2021-06,25922,도금업,중소기업,일반,도매/도소매업/부동산업/제조/제조업,20021227,kwangmi67@hanmail.net,02-464-8840,02-464-8843,04791,서울 성동구 상원12길 35,(성수동1가),,,,B3,20220215,20201231,3100275.0,-864213.0,5696744.0,11301797.0,16998541.0,I,20221104,,
967,2068604057,20220215,(주)모코***,MOCOMSYS I***,고재현외***,153.0,,58222,응용 소프트웨어 개발 및 공급업,중소기업,외감,건설업/도매 및 소매업/서비스,20070914,srs1@mocomsys.com,02-2141-4100,02-2141-4119,03926,서울특별시 마포구 상암산로 76,"14층 (상암동,와이티엔뉴스퀘어)",,,,B2,20220215,20201231,28263756.0,202407.0,7836203.0,4985340.0,12821543.0,I,20221104,,
968,2068607405,20220215,(주)마케***,"Marketing-is Co.,L***",김**,27.0,2019-03,71310,광고 대행업,중소기업,일반,서비스,20121012,drake6@nate.com,02  61045828,070 43251552,04793,서울특별시 성동구 성수일로10길 26,"1501호, 1502호, 1503호 (성수동2가,하우스디 세종타워)",,,,B1,20220215,20201231,9025552.0,698140.0,1551708.0,5838406.0,7390115.0,I,20221104,,
969,2068604478,20220215,(주)젠***,Gencurix I***,조**,76.0,2021-09,27199,그 외 기타 의료용 기기 제조업,중소기업,코스닥등록,서비스,20110922,hyeona@gencurix.com,070 75082340,02  26217039,08394,서울 구로구 디지털로 242,"402, 403, 404, 908, 910, 911호 (구로동,한화비즈메트로1차)",,,,B1,20220215,20201231,1451901.0,-8898655.0,53374015.0,8657137.0,62031152.0,I,20221104,,
