,사업자등록번호,데이터수집일자,기업명,대표자명,전화번호,팩스전화번호,우편번호,주소,상세주소,기업형태,기업규모,공기업구분,산업분류코드,산업분류코드설명,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
1814,1388103321,20220302,(주)펄***,정**,031 476 8583,031 476 8584,14055,경기 안양시 동안구 시민대로327번길 24,"(관양동,펄어비스안양오피스)",코스닥등록,중소기업,일반기업,58211,유선 온라인 게임 소프트웨어 개발 및 공급업,I,20221104,,
1815,6318107469,20220302,덕수궁피에프브이***,러췬램에***,02  62223800,02  62223804,05116,서울특별시 광진구 광나루로56길 85,"17층 13호 (구의동,테크노마트21사무동)",외감,중소기업,일반기업,41111,단독 주택 건설업,I,20221104,,
1816,2208706471,20220302,(주)유니에***,윤**,02  567 7340,02  20633737,08510,서울특별시 금천구 벚꽃로,"298, 1801호 (가산동,대륭포스트타워6차)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
1817,3148706446,20220302,엔비건설***,이**,031 909 0264,031 975 7990,10447,경기 고양시 일산동구 중앙로 1072,"512호 (백석동,아이비프라자)",외감,중견기업,일반기업,41111,단독 주택 건설업,I,20221104,,
1818,2228102281,20220302,(주)경***,김**,031-738-0530,031-738-1399,13595,경기 성남시 분당구 수내로46번길 4,"(수내동,경동빌딩)",외감,중견기업,일반기업,41229,기타 토목 시설물 건설업,I,20221104,,
1819,5018107002,20220302,(주)경동스마***,노**,055 363 6552,055 388 7945,50540,경남 양산시 덕명로 62,(덕계동),외감,중소기업,일반기업,42130,시설물 축조 관련 전문공사업,I,20221104,,
1820,1168104503,20220302,(주)경***,박**,02-907-8896,031-591-0189,01402,서울 도봉구 해등로16가길 32,3층 (창동),일반,중소기업,일반기업,42412,"도배, 실내 장식 및 내장 목공사업",I,20221104,,
1821,7328106201,20220302,(주)서원***,장**,,,25564,강원도 강릉시 경강로2344번길,7 (포남동),일반,중소기업,일반기업,41111,단독 주택 건설업,I,20221104,,
1822,2218107048,20220302,계성건설***,박**,063 221 8689,063 221 6828,54969,전북 전주시 완산구 홍산로,246 (효자동2가),외감,중소기업,일반기업,41220,토목시설물 건설업,I,20221104,,
1823,1420501568,20220302,두양건축***,박**,  0234521222,,06225,서울 강남구 역삼로37길,"15 (역삼동,두양빌딩)",일반,중소기업,일반기업,41000,종합 건설업,I,20221104,,
1824,4848606741,20220302,(주)해동씨***,양**,063 288 5465,063-288-5466,54932,전북 전주시 덕진구 전주천동로 473,"4층 (금암동,르네블루빌딩)",외감,중소기업,일반기업,42121,토공사업,I,20221104,,
1825,3128608077,20220302,(주)안***,전**,02-3664-1234,02-3664-1244,06181,서울특별시 강남구 테헤란로98길 8,"12층 (대치동,코스모대치타워)",외감,중소기업,일반기업,41119,기타 공동 주택 건설업,I,20221104,,
1826,2498801378,20220302,(주)제이에***,정**,070-4400-2664,02-332-2664,03972,서울 마포구 월드컵북로 136,"301호 (성산동,신안빌딩)",일반,중소기업,일반기업,10797,건강 기능식품 제조업,I,20221104,,
1827,5048107742,20220302,(주)신성***,홍**,053 951 7730,053 9517731,41412,대구 북구 동변로,106-4,일반,중소기업,일반기업,41220,토목시설물 건설업,I,20221104,,
1828,2208602749,20220302,(주)중***,박**,061 472 6255,062 524 6256,,전남 영암군 시종면 고분로 6,1동 (만수리),외감,중소기업,일반기업,41100,건물 건설업,I,20221104,,
1829,6388704575,20220302,베스핀글로벌***,이존한주외***,02-1668-1280,0504-842-0511,06627,서울특별시 서초구 강남대로 327,"13층,14층,15층,16층 (서초동,대륭서초타워)",외감,중소기업,일반기업,63999,그 외 기타 정보 서비스업,I,20221104,,
1830,2208804142,20220302,(주)디케***,배**,02  34663408,02  555 6467,06241,서울 강남구 강남대로 358,20층 (역삼동),외감,중소기업,일반기업,41111,단독 주택 건설업,I,20221104,,
1831,6068700942,20220302,(주)디케이***,이**,031 606 4682,031 624 4670,13493,경기 성남시 분당구 대왕판교로644번길 49,"10층 (삼평동,디티씨타워)",외감,대기업,일반기업,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
1832,1058709193,20220302,디케이이앤에스***,김**,031 564 7711,031 558 7733,58277,전라남도 나주시 혁신산단1길 85,(동수동),일반,중소기업,일반기업,42310,전기 공사업,I,20221104,,
1833,1138603397,20220302,디케이소프트***,이**,02-2038-6718,02-2038-6719,08389,서울특별시 구로구 디지털로26길 5,"1105호 (구로동,에이스하이엔드타워1차)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
1834,1208606885,20220302,(주)디케이사***,유**,031 742 5456,02  714 5457,04184,서울 마포구 만리재로 110,1층 2층 (공덕동),일반,중소기업,일반기업,46592,의료기기 도매업,I,20221104,,
1835,1218608643,20220302,(주)디케***,김**,070 75107179,032 7657883,21315,인천 부평구 부평대로 283,"A동 509호 (청천동,우림라이온스밸리)",일반,중소기업,일반기업,41225,산업생산시설 종합건설업,I,20221104,,
1836,5148105975,20220302,보림토건***,김석회외 ***,02-454-9832,02-455-3845,41251,대구광역시 동구 동부로30길,"66, 2층 (신천동)",외감,중소기업,일반기업,42132,콘크리트 및 철근 공사업,I,20221104,,
1837,3148108386,20220302,보림토건***,이**,044-866-3830,042-488-3852,30121,세종 갈매로 364,"747호 (어진동,세종푸르지오시티1차)",일반,중소기업,일반기업,41120,비주거용 건물 건설업,I,20221104,,
1838,3128108410,20220302,(주)금성백***,정**,042 630 9443,042 634 6932,30128,세종 한누리대로 234,"제1동 708호, 709호 (나성동,르네상스)",외감,중소기업,일반기업,41220,토목시설물 건설업,I,20221104,,
1839,2148104461,20220302,강남건영***,신**,02  580 6000,02  34718309,06733,서울특별시 서초구 서운로1길 12,(서초동),외감,중견기업,일반기업,41220,토목시설물 건설업,I,20221104,,
1840,1068604748,20220302,(주)강남씨***,오**,02  702 2302,02 7022305,04367,서울특별시 용산구 원효로54길 11,"1층 (원효로2가,만제빌딩)",일반,중소기업,일반기업,46596,전지 및 케이블 도매업,I,20221104,,
1841,1098108140,20220302,(주)강***,이**,054 674 0152,053 952 2450,36240,경북 봉화군 봉화읍 생기마2길 1,(삼계리),일반,중소기업,일반기업,41221,도로 건설업,I,20221104,,
1842,1138104905,20220302,강남이앤알***,김**,02-852-0462,02-852-0289,32287,충청남도 홍성군 광천읍 광천로430번길 41-129,(신진리),일반,중소기업,일반기업,42491,"미장, 타일 및 방수 공사업",I,20221104,,
1843,2148601217,20220302,메가스터디***,손은진외***,02-6984-6805,02-6984-6998,06720,서울특별시 서초구 효령로 304,"24층 (서초동,국제전자센터)",코스닥등록,중견기업,일반기업,58111,교과서 및 학습서적 출판업,I,20221104,,
1844,1148701588,20220302,메가솔라***,김**,02 5165470,02  511 5470,06531,서울특별시 서초구 강남대로 557,"13층 (잠원동,성한빌딩)",외감,중소기업,일반기업,42311,일반전기 공사업,I,20221104,,
1845,1358101775,20220302,(주)메가***,정**,031-8015-5470,031 80155471,17114,경기도 용인시 기흥구 삼성2로96번길 29-25,(농서동),외감,중소기업,일반기업,42300,전기 및 통신 공사업,I,20221104,,
1846,2118601463,20220302,메가박스중앙***,홍**,070 70179454,031 707 4136,03932,서울특별시 마포구 월드컵로 240,"2층 (성산동,경기장)",외감,중견기업,일반기업,59141,영화관 운영업,I,20221104,,
1847,1228109408,20220302,(주)***,전**,032 511 5000,032 523 4000,21075,인천광역시 계양구 서운산업로47번길,17-1 (서운동),일반,중소기업,일반기업,42322,내부 통신배선 공사업,I,20221104,,
1848,1138608976,20220302,(주)지에스아***,박**,032 612 91045,032 612 9103,14557,경기 부천시 부천로198번길 18,"201동 14층 1404호 (춘의동,춘의테크노파크2차)",일반,중소기업,일반기업,42320,통신 공사업,I,20221104,,
1849,2648109141,20220302,(주)지에스***,이**,07075741728,0269370046,13488,경기도 성남시 분당구 판교로289번길 20,"3동 3층,4층 (삼평동,스타트업캠퍼스)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
1850,3158101586,20220302,롯데네슬레코리아***,김**,043 279 7114,043 279 7360,28445,충청북도 청주시 흥덕구 백봉로72번길 21,(송정동),외감,대기업,일반기업,46320,가공식품 도매업,I,20221104,,
1851,1148509456,20220302,롯데네슬레코리아***,김**,02  590 0114,02  590 0050,03738,서울 서대문구 충정로,"70, 18층 (미근동,웨스트게이트타워)",외감,대기업,일반기업,10791,커피 가공업,I,20221104,,
1852,1138103933,20220302,GS네오텍***,남**,02-2630-5064,02-2675-2851,08213,서울특별시 구로구 경인로 576,(구로동),외감,대기업,일반기업,42320,통신 공사업,I,20221104,,
1853,6108105275,20220302,(주)정일스톨트헤***,이**,052 238 8881,052 238 8897,44996,울산광역시 울주군 온산읍 산암로 297,(산암리),외감,중견기업,일반기업,52104,위험물품 보관업,I,20221104,,
1854,1098100149,20220302,디에이치엘글로벌포워딩코리아***,송**,02 2600 5500,02 2693 8071,07212,서울 영등포구 선유동2로 57,"(양평동4가,이레빌딩)",외감,중견기업,일반기업,52991,통관 대리 및 관련 서비스업,I,20221104,,
1855,2208100960,20220302,한일산업***,장**,02-3466-9673,02-3466-9601,06654,서울특별시 서초구 효령로 275,(서초동),외감,중견기업,일반기업,23322,레미콘 제조업,I,20221104,,
1856,7058609283,20220302,한일산업개발***,권**,0336413331,033-648-3331,25579,강원도 강릉시 강변로410번길 31-5,상가 지하제2호 (입암동),일반,중소기업,일반기업,41229,기타 토목 시설물 건설업,I,20221104,,
1857,2148103035,20220302,아주산업***,박**,02-3475-9700,02-3475-9777,06626,서울 서초구 강남대로 351,(서초동),외감,중견기업,일반기업,23322,레미콘 제조업,I,20221104,,
1858,1130206243,20220302,아주**,이**,02  847 7758,02-847-7742,07401,서울특별시 영등포구 대림로34바길,3 (대림동),일반,중소기업,일반기업,42499,그 외 기타 건축 마무리 공사업,I,20221104,,
1859,8048603656,20220302,(주)그린***,이**,033-573-7011,033-573-7016,25936,강원도 삼척시 근덕면 본동길 21-158,(동막리),일반,중소기업,일반기업,42311,일반전기 공사업,I,20221104,,
1860,2188102377,20220302,(주)타***,이**,02-3140-6392,02-847-1700,,서울 마포구 상암산로 34,"9층 (상암동,디지털큐브)",외감,중견기업,일반기업,46450,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업 ",I,20221104,,
1861,3058509758,20220302,호전실업***,박용철외 ***,042 542 7063,,04165,서울특별시 마포구 마포대로,"19, 11,12층 (마포동,신화빌딩)",거래소상장,중견기업,일반기업,13000,섬유제품 제조업; 의복제외,I,20221104,,
1862,3148200012,20220302,(재)한국연***,이**,0428696114,0428696777,34113,대전 유성구 가정로 201,(가정동),일반,기타(비영리법인),일반기업,70000,연구개발업,I,20221104,,
1863,1248506621,20220302,삼진제약(주)화***,장홍순외 ***,031 353 1712,031 353 8701,18622,경기 화성시 향남읍 제약공단1길 52,(상신리),거래소상장,중견기업,일반기업,21210,완제 의약품 제조업,I,20221104,,
1864,1248601728,20220302,(주)광***,이**,031 232 8427,031 236 9502,16565,경기도 수원시 권선구 경수대로347번길,14-17 (권선동),일반,중소기업,일반기업,42200,건물설비 설치 공사업,I,20221104,,
1865,1258108980,20220302,광명산업***,김**,031-677-5858,031-677-5859,17539,경기 안성시 안성맞춤대로 1362,(금석동),일반,중소기업,일반기업,41220,토목시설물 건설업,I,20221104,,
1866,1258608981,20220302,(주)광***,이**,031  3774981,031-377-4960,,,,일반,중소기업,일반기업,42110,건물 및 구축물 해체 공사업,I,20221104,,
1867,1244009204,20220302,광명**,박**,,,,,,일반,중소기업,일반기업,41000,종합 건설업,I,20221104,,
1868,1028107403,20220302,(주)해***,문남준외***,02-733-8666,02-730-5908,08380,서울 구로구 디지털로33길 27,"1101호 (구로동,삼성아이티밸리)",외감,중견기업,일반기업,42131,철골 및 관련 구조물 공사업,I,20221104,,
1869,1058507862,20220302,코오롱인더스트리(주)에프엔씨부문커스텀***,유석진외***,02  31421580,,04041,서울특별시 마포구 와우산로,"75, 1층 (서교동)",거래소상장,대기업,일반기업,14112,여자용 겉옷 제조업,I,20221104,,
1870,4031301928,20220302,십일**,서**,,,04539,서울특별시 중구 을지로,"65 (을지로2가,SK텔레콤빌딩)",일반,중소기업,일반기업,63100,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",I,20221104,,
1871,1298100808,20220302,(주)제***,이**,070-8656-1586,070-7500-2279,06302,서울 강남구 논현로28길 24,"6층 (도곡동,세양빌딩)",일반,중소기업,일반기업,58221,시스템 소프트웨어 개발 및 공급업,I,20221104,,
1872,1448104811,20220302,라인플러스***,이**,15449430,031 784 1000,13591,경기도 성남시 분당구 황새울로360번길 42,"20층 (서현동,에이케이플라자 분당점)",외감,대기업,일반기업,63120,포털 및 기타 인터넷 정보 매개 서비스업,I,20221104,,
1873,3128105293,20220302,활림건설***,전**,041-562-6761,041-552-9991,31198,충청남도 천안시 동남구 청수5로 4,"비동 8층 9층 (청당동,더다움 트윈브릿지)",외감,중소기업,일반기업,41220,토목시설물 건설업,I,20221104,,
1874,5508707130,20220302,엠에스에이***,이**,051 784 9335,051 784 9332,46726,부산광역시 강서구 명지국제7로 44,"901호 (명지동,퍼스트월드브라이튼)",외감,중견기업,일반기업,41111,단독 주택 건설업,I,20221104,,
1875,2098100082,20220302,대방건설***,구**,031 975 7988,031 975 7990,10447,경기도 고양시 일산동구 중앙로 1072,(백석동),외감,중견기업,일반기업,41110,주거용 건물 건설업,I,20221104,,
1876,4088108298,20220302,(주)대***,반**,062 267 1434,043 2953304,28762,충청북도 청주시 상당구 용암북로180번길 46,(용암동),일반,중소기업,일반기업,42420,유리 및 창호 공사업,I,20221104,,
1877,5158103151,20220302,대방건설***,서**,054 373 5045,054 3735049,37631,경상북도 포항시 북구 창흥로36번길 8,2층 (창포동),일반,중소기업,일반기업,42132,콘크리트 및 철근 공사업,I,20221104,,
1878,6118108886,20220302,(주)대***,박**,055 931 3789,055 933 0490,63166,제주도 제주시 중앙로,"20, 2층 201호 (삼도이동,천마타워)",일반,중소기업,일반기업,41220,토목시설물 건설업,I,20221104,,
1879,7288109101,20220302,대방건설***,김**,055-274-3485,055-274-3483,51108,경남 창원시 의창구 북면 백월로143번길 3-13,(월백리),일반,중소기업,일반기업,42131,철골 및 관련 구조물 공사업,I,20221104,,
1880,2158109953,20220302,존슨콘트롤즈인터내셔널코리아***,이**,0222406000,02 2240 6003,04555,서울 중구 마른내로 34,(초동),외감,대기업,일반기업,42204,소방시설 공사업,I,20221104,,
1881,4178501664,20220302,존슨콘트롤즈인터내셔널코리아***,이**,,,59706,전라남도 여수시 문수로,34 (문수동),외감,대기업,일반기업,42204,소방시설 공사업,I,20221104,,
1882,5028501397,20220302,존슨콘트롤즈인터내셔널코리아***,이**,053  7451393,,42196,대구광역시 수성구 지범로,"167, 13층 (지산동,지산메디지오빌딩)",외감,대기업,일반기업,42204,소방시설 공사업,I,20221104,,
1883,6058507014,20220302,존슨콘트롤즈인터내셔널코리아***,이**,,,47344,부산광역시 부산진구 신암로,"141, 2층 (범천동,CBS빌딩)",외감,대기업,일반기업,42204,소방시설 공사업,I,20221104,,
1884,7168704026,20220302,(주)위버스***,김**,0234440105,0269592631,06176,서울특별시 강남구 테헤란로108길 42,(대치동),외감,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
1885,1058507746,20220302,코오롱글로벌(주)성***,윤**,02  21058447,,03939,서울특별시 마포구 월드컵로36길,"22 (성산동,코오롱모터즈서울A/S센터)",거래소상장,대기업,일반기업,45110,자동차 신품 판매업,I,20221104,,
1886,5038503647,20220302,코오롱글로벌(주)대***,윤**,053 559 7301,,,,,거래소상장,대기업,일반기업,41220,토목시설물 건설업,I,20221104,,
1887,1018103591,20220302,(주)제***,박**,02-796-3282,031-796-3833,04173,서울 마포구 삼개로 16,"6층 601호 (도화동,근신빌딩 제2신관)",일반,중소기업,일반기업,47911,전자상거래 소매 중개업,I,20221104,,
1888,2208105121,20220302,투데이건설***,이**,02  574 7166,02  574 7167,06730,서울특별시 서초구 남부순환로347길 48-10,(서초동),일반,중소기업,일반기업,41111,단독 주택 건설업,I,20221104,,
1889,1178108104,20220302,(주)엠비씨***,조**,031 995 0011,031 995 0182,10403,경기 고양시 일산동구 호수로 596,"(장항동,엠비씨드림센터)",외감,중견기업,일반기업,60221,프로그램 공급업,I,20221104,,
1890,1948106641,20220302,(주)동보건***,고**,0231440755,031-965-9616,06193,서울특별시 강남구 선릉로86길 31,"929호 (대치동,롯데골드로즈2차)",일반,중소기업,일반기업,41229,기타 토목 시설물 건설업,I,20221104,,
1891,3018109833,20220302,동보건설***,이**,043-263-9513,043-263-9516,28196,충청북도 청주시 상당구 미원면 구방2길 150,(구방리),일반,중소기업,일반기업,41200,토목 건설업,I,20221104,,
1892,2298107526,20220302,양우건설***,고광정외***,02-2679-5200,02-2678-1002,07251,서울 영등포구 영등포로35길 10,(영등포동6가),외감,중견기업,일반기업,41229,기타 토목 시설물 건설업,I,20221104,,
1893,1358108112,20220302,(주)선경***,임**,031 283 1400,031 283 1470,16910,경기도 용인시 기흥구 마북로 110,"(마북동,선경빌딩)",외감,중견기업,일반기업,41100,건물 건설업,I,20221104,,
1894,8158100931,20220302,나이스페이먼츠***,황**,02 2186 4812,0505 027 0318,04117,서울 마포구 마포대로 217,"6층 (아현동,크레디트센터빌딩)",외감,중견기업,일반기업,47911,전자상거래 소매 중개업,I,20221104,,
1895,2208706870,20220302,(주)동***,김**,02 501 5603,02 6250 1539,06151,서울특별시 강남구 테헤란로 317,"(역삼동,동훈타워)",외감,중소기업,일반기업,42412,"도배, 실내 장식 및 내장 목공사업",I,20221104,,
1896,2048109389,20220302,(주)동***,정**,02  904 9895,02  997 0168,01391,서울특별시 도봉구 도봉로 631,"201호 (쌍문동,미양빌딩)",일반,중소기업,일반기업,42310,전기 공사업,I,20221104,,
1897,5898102625,20220302,(주)동훈종***,손**,02-588-8580,02-588-8561,07005,서울특별시 동작구 사당로 243,"4층 (사당동,동국빌딩)",일반,중소기업,일반기업,41119,기타 공동 주택 건설업,I,20221104,,
1898,4928707001,20220302,(주)팔도종***,황**,051-741-0526,052-281-6401,04914,서울 광진구 능동로43길 38,1층 (중곡동),일반,중소기업,일반기업,41229,기타 토목 시설물 건설업,I,20221104,,
1899,5028607267,20220302,팔도건설***,김**,053-782-2095,053-761-2095,41518,대구 북구 유통단지로,"16, 상가13동 15호 (산격동,산업용재관)",일반,중소기업,일반기업,42201,배관 및 냉ㆍ난방 공사업,I,20221104,,
1900,4168104642,20220302,(주)삼***,정**,062 655 2462,062 676 9286,41560,대구광역시 북구 침산남로31길 25,2층 (침산동),일반,중소기업,일반기업,41200,토목 건설업,I,20221104,,
1901,6168607895,20220302,(주)**,고**,064-702-0904,064-724-0904,63248,제주 제주시 인다4길 16,(아라일동),일반,중소기업,일반기업,42320,통신 공사업,I,20221104,,
1902,5918108398,20220302,(주)신안종***,주**,051 6126168,051 6126169,48492,부산광역시 남구 수영로 204,3층 (대연동),외감,중소기업,일반기업,41229,기타 토목 시설물 건설업,I,20221104,,
1903,6158100791,20220302,신안건업***,이**,055-342-9526,055-343-9525,50800,경남 김해시 생림면 마사로 12-29,(생철리),외감,중소기업,일반기업,42131,철골 및 관련 구조물 공사업,I,20221104,,
1904,1338100719,20220302,(주)케이티엠***,채**,025598770,02  559 8792,06193,서울 강남구 테헤란로 422,(대치동),외감,대기업,일반기업,61291,통신 재판매업,I,20221104,,
1905,1248704527,20220302,(주)**,정**,070 82572136,031 2622138,18364,경기도 화성시 봉담읍 세자로 367-38,나동 (수기리),일반,중소기업,일반기업,42311,일반전기 공사업,I,20221104,,
1906,1348103337,20220302,(주)유창***,조용재외***,02-2647-9800,02-2645-2745,15078,경기 시흥시 공단1대로321번길 45,(정왕동),외감,중소기업,일반기업,42412,"도배, 실내 장식 및 내장 목공사업",I,20221104,,
1907,1248106965,20220302,유창종합건설***,김**,031 711 5142,031 711 5143,62274,광주광역시 광산구 첨단중앙로170번길,"58, 401호 (쌍암동)",일반,중소기업,일반기업,42120,기반조성 관련 전문공사업,I,20221104,,
1908,1278601461,20220302,(주)**,유**,031-826-3707,031 8213707,11459,경기도 양주시 청담로14번길,21 (고읍동),일반,중소기업,일반기업,41229,기타 토목 시설물 건설업,I,20221104,,
1909,2618108526,20220302,(주)대***,임**,054 743 5779,054 7425778,38069,경상북도 경주시 용황로 16-2,401호 (황성동),일반,중소기업,일반기업,41229,기타 토목 시설물 건설업,I,20221104,,
1910,3128109824,20220302,(주)대***,서**,041-579-2850,041-579-2851,31100,충남 천안시 서북구 부성7길,"3, 501호 (두정동,레몬타워)",일반,중소기업,일반기업,42310,전기 공사업,I,20221104,,
1911,3558108605,20220302,(주)대***,김**,031-840-9925,031-840-9926,,,,일반,중소기업,일반기업,42400,실내건축 및 건축마무리 공사업,I,20221104,,
1912,3388103315,20220302,(주)동***,정**, 043 4222700,043-422-2701,57736,전라남도 광양시 광양읍 서평1길 56,1동 1층 (구산리),일반,중소기업,일반기업,42201,배관 및 냉ㆍ난방 공사업,I,20221104,,
1913,8538703111,20220302,동문건설***,김**,,,25538,강원도 강릉시 남문길 30,1층 (남문동),신설,중소기업,일반기업,42132,콘크리트 및 철근 공사업,I,20221104,,
1914,2118604301,20220302,신한종합건설***,송**,064 722 1510,064 757 8982,63222,제주도 제주시 구남로7길 33,"503호 (이도이동,하늘그린)",일반,중소기업,일반기업,41120,비주거용 건물 건설업,I,20221104,,
1915,3018608020,20220302,신한종합건설***,김**,043 225 5336,043 225 5338,28626,충청북도 청주시 서원구 구룡산로 218,4층 (산남동),일반,중소기업,일반기업,41220,토목시설물 건설업,I,20221104,,
1916,2118109806,20220302,(주)대***,권성우외***,02-3449-4789,02-515-4913,06102,서울 강남구 언주로114길 11,(논현동),외감,중견기업,일반기업,42412,"도배, 실내 장식 및 내장 목공사업",I,20221104,,
1917,1058200285,20220302,한국컨테이너풀***,서**,,,04157,서울 마포구 마포대로,"63-8, 5층 (도화동,삼창빌딩)",일반,기타(비영리법인),일반기업,94990,그 외 기타 협회 및 단체,I,20221104,,
1918,1248609080,20220302,(주)대***,이**,031 232 5833,031 232 9833,18403,경기 화성시 병점동로 78,"301호 (병점동,유진클라우스)",일반,중소기업,일반기업,41220,토목시설물 건설업,I,20221104,,
1919,1378106727,20220302,(주)대***,임**,032 565 5451,032 232 5457,21547,인천 남동구 용천로 82,"305호 (구월동,다옴프라자)",일반,중소기업,일반기업,41119,기타 공동 주택 건설업,I,20221104,,
1920,4188102743,20220302,(유)대***,백**,054-932-7707,054-932-7798,40056,경북 성주군 대가면 동강한강로 908,(옥련리),일반,중소기업,일반기업,41220,토목시설물 건설업,I,20221104,,
1921,1168104273,20220302,경남기업***,박**,02  22100500,02  22141346,31519,충남 아산시 청운로176번길 25,2층 (권곡동),외감,대기업,일반기업,41112,아파트 건설업,I,20221104,,
1922,6098105792,20220302,(주)경남***,남**,055 210 6000,055 210 6169,51439,경남 창원시 의창구 중앙대로210번길 3,(신월동),외감,중소기업,일반기업,58121,신문 발행업,I,20221104,,
1923,1058708002,20220302,(주)쿠***,경**,02  330 7102,02 7112300,05510,서울특별시 송파구 송파대로 570,16층 (신천동),일반,중견기업,일반기업,61291,통신 재판매업,I,20221104,,
1924,6168709281,20220302,에스엔케이테크***,김**,063-232-3790,063-245-7718,54816,전북 전주시 덕진구 전미로,37-20 (송천동2가),일반,중소기업,일반기업,42492,건물용 금속 공작물 설치 공사업,I,20221104,,
1925,1058603564,20220302,이지석유***,박순우외***,02  701 1010,02  701 1701,04168,서울특별시 마포구 마포대로 86,"611호 (도화동,창강빌딩)",외감,중견기업,일반기업,46712,액체연료 및 관련제품 도매업,I,20221104,,
1926,4018108129,20220302,호원건설***,이**,063 442 6554,063 442 6675,54033,전라북도 군산시 경촌안3길 50,(경암동),외감,중소기업,일반기업,41220,토목시설물 건설업,I,20221104,,
1927,1118602010,20220302,(주)**,손**,0435336605,043-533-6607,27835,충청북도 진천군 진천읍 문화12길 6,(신정리),일반,중소기업,일반기업,42201,배관 및 냉ㆍ난방 공사업,I,20221104,,
1928,1278102180,20220302,(주)**,최**,031 536 9103,031 536 9103,11149,경기도 포천시 중앙로34번길 35,(신읍동),일반,중소기업,일반기업,42121,토공사업,I,20221104,,
1929,3148609741,20220302,호원이엔에이***,곽**,042 543 8695,042 543 8694,30127,세종 한누리대로 245,"801호 (나성동,에스알파크원)",일반,중소기업,일반기업,42139,기타 옥외 시설물 축조관련 전문공사업,I,20221104,,
1930,1058509139,20220302,한국중부발전(주)서울화력***,김**,02-320-2276,02-320-2192,04082,서울 마포구 토정로,"56, 1 (당인동,서울화력발전소)",외감,기타(비영리법인),일반기업,35113,화력 발전업,I,20221104,,
1931,2208703928,20220302,케이비손해사정***,한**,02  558 2033,02  558 2044,04027,서울 마포구 양화로 19,"20층 (합정동,합정오피스빌딩)",외감,대기업,일반기업,66201,손해사정업,I,20221104,,
1932,6308701293,20220302,(주)***,이**,,,35233,대전광역시 서구 둔산서로,"59, 2층 (둔산동,고운손빌딩)",일반,중소기업,일반기업,41111,단독 주택 건설업,I,20221104,,
1933,1198100008,20220302,(주)천***,오**,02-3282-1600,02-859-9309,08513,서울특별시 금천구 가산로9길 54,(가산동),외감,중견기업,일반기업,58111,교과서 및 학습서적 출판업,I,20221104,,
1934,6159105462,20220302,천재**,신**,055 329 2278,,50896,경남 김해시 삼계중앙로13번길,59-11 (삼계동),일반,중소기업,일반기업,58100,"서적, 잡지 및 기타 인쇄물 출판업",I,20221104,,
1935,8568600607,20220302,원스토어***,이**,02  63307617,02  63307609,13529,경기도 성남시 분당구 판교역로146번길 20,(백현동),외감,대기업,일반기업,61210,유선통신업,I,20221104,,
1936,2938606472,20220302,한국파렛트풀***,서**,15881333,02  36697139,04157,서울특별시 마포구 마포대로,63-8 (도화동),외감,중견기업,일반기업,76390,기타 산업용 기계 및 장비 임대업,I,20221104,,
1937,8358808216,20220302,(주)모***,유**,051 6341883,051 6371883,57932,전남 순천시 왕지3길 18-9,202호 (왕지동),외감,중소기업,일반기업,41111,단독 주택 건설업,I,20221104,,
1938,2218102858,20220302,현대아산***,이**,02-3669-3838,02-3669-3777,24706,강원 고성군 현내면 화진포서길 10,(초도리),외감,중견기업,일반기업,41220,토목시설물 건설업,I,20221104,,
1939,4038109042,20220302,(주)범***,이**,043 843 2535,063 852 2532,27344,충북 충주시 금곡서2길 11-1,4층 (연수동),일반,중소기업,일반기업,41200,토목 건설업,I,20221104,,
1940,1378605464,20220302,(주)세***,김**,032-575-5900,032-575-5996,22760,인천광역시 서구 크리스탈로 100,"1007-1호 (청라동,호수공원프라자)",일반,중소기업,일반기업,42132,콘크리트 및 철근 공사업,I,20221104,,
1941,3148109929,20220302,세우건설산업***,유**,042-477-9020,042-477-9023,35229,대전 서구 대덕대로 223,"1802호 (둔산동,대우토피아빌딩)",일반,중소기업,일반기업,42121,토공사업,I,20221104,,
1942,1058604506,20220302,(주)이랜***,김일규외***,02  32199483,02  32199487,16954,경기 용인시 기흥구 흥덕2로87번길 18,"B동 308호 (영덕동,이씨티)",외감,중견기업,일반기업,41111,단독 주택 건설업,I,20221104,,
1943,1168100017,20220302,(주)문***,박**,02  789 0011,02  789 3982,03925,서울 마포구 성암로 267,(상암동),외감,중견기업,일반기업,60210,지상파 방송업,I,20221104,,
1944,6178104449,20220302,엘티삼보***,장**,051-646-8600,051-647-8600,48475,부산 남구 자성로 152,(문현동),외감,중견기업,일반기업,42122,"보링, 그라우팅 및 관정 공사업",I,20221104,,
